,label,eeg-ch-12-Delta-mu,eeg-ch-13-Theta-skew,eeg-ch-27-Delta-mu,eeg-ch-27-Delta-std,eeg-ch-27-Theta-mu,eeg-ch-30-Theta-skew,eeg-ch-30-Alpha-skew,eeg-ch-30-Beta-skew,eeg-ch-31-Beta-kurt,hb-fnirs-ch-0-Heartbeat-kurt,hb-fnirs-ch-1-LFO-kurt,hb-fnirs-ch-1-Respiration-skew,hb-fnirs-ch-2-Respiration-skew,hb-fnirs-ch-3-VLFO-kurt,hb-fnirs-ch-3-Heartbeat-mu,hb-fnirs-ch-4-VLFO-skew,hbo-fnirs-ch-0-Heartbeat-kurt,hbo-fnirs-ch-1-LFO-kurt,hbo-fnirs-ch-1-Respiration-skew,hbo-fnirs-ch-1-Heartbeat-mu,hbo-fnirs-ch-3-VLFO-kurt,hbo-fnirs-ch-3-Heartbeat-mu,hbo-fnirs-ch-4-VLFO-skew,hbo-fnirs-ch-4-Heartbeat-skew
10,0,-0.0100912386551499,-5.227259217101821,-0.0101098865270614,0.0252458043396472,-0.0016544351819902,-5.227366435366903,-7.086746521844088,-9.74707935075256,99.50782248195452,-0.8248445702757814,1.3602179704519433,0.4518423749053984,0.4441969490176053,-0.2205466620689145,0.0003160685830402,0.0549199328042122,-0.8248445702757814,1.3602179704519433,0.4518423749053984,-0.0007713538593388,-0.2205466620689145,0.0003160685830402,0.0549199328042122,-0.055111954048203
11,0,-0.0100908782333135,-5.227324584052481,-0.0100912414491176,0.025182768702507,-0.0016512109432369,-5.22814802281584,-7.087701289834962,-9.74834045275201,99.50769400118116,-0.9277912658623196,2.9069569054642264,-0.0197525515264626,-0.0155583191411403,-0.3438809530446849,0.001813707482451,0.1267044517564432,-0.9277912658623196,2.9069569054642264,-0.0197525515264626,-0.0023338208273725,-0.3438809530446849,0.001813707482451,0.1267044517564432,0.0690374948153934
12,0,-0.0100946277379989,-5.227529993282048,-0.0100912461057305,0.0251823384314775,-0.001651237369515,-5.227380038847547,-7.0866812995731845,-9.74690654754172,99.50638419900272,-0.7049672934827931,3.647847159558236,-0.0996148002428696,-0.1086260880828247,-0.7157248775053224,-0.0010682615631834,-0.0880202262356172,-0.7049672934827931,3.647847159558236,-0.0996148002428696,-0.0019758012055026,-0.7157248775053224,-0.0010682615631834,-0.0880202262356172,-0.0049807442079225
13,0,-0.0100909173488616,-5.227409208015705,-0.0100910114124417,0.0251839645206928,-0.0016514426097273,-5.2275511005008655,-7.086629841691964,-9.746577005496214,99.51711149515936,-0.4801230204964941,2.051880786600348,-0.102833022730278,0.1160122647436457,-0.1970967973467496,-0.0002479274709461,0.1739543900232743,-0.4801230204964941,2.051880786600348,-0.102833022730278,-0.0017191255262834,-0.1970967973467496,-0.0002479274709461,0.1739543900232743,-0.0312802100962723
14,0,-0.0100908242166042,-5.227615680775523,-0.0100866593420505,0.0251656509935855,-0.0016502394573763,-5.227596311523221,-7.086432722381428,-9.747132509704215,99.52349950642476,-0.1990320517435546,3.5355434726652133,0.0055537992955886,0.1928890840179814,-0.3115979828261177,-0.0002087427571421,0.1062795572727039,-0.1990320517435546,3.5355434726652133,0.0055537992955886,-0.0018294859299213,-0.3115979828261177,-0.0002087427571421,0.1062795572727039,0.0846397926567455
15,0,-0.0100905448198318,-5.227577143492953,-0.010090054012835,0.0251774881035089,-0.0016510091954842,-5.227422370643402,-7.086536420022815,-9.747153086942376,99.51421765012525,-1.0248285745102326,3.2617523105459565,-0.1439986830338186,-0.0593936183722989,1.7214998269938624,0.0025601715326471,0.1031235524402444,-1.0248285745102326,3.2617523105459565,-0.1439986830338186,0.0004505926341741,1.7214998269938624,0.0025601715326471,0.1031235524402444,-0.0812555348476696
16,0,-0.010089548304677,-5.227356483338247,-0.0100892754271626,0.0251795016229152,-0.001650926307775,-7.38378280234222,-9.834607962157015,-13.338592736372265,99.51541250959104,-0.7126945078682283,3.784524763948754,0.156498761055022,-0.0246285366271897,-0.2190396925018296,0.0016820138659105,0.1275462387112134,-0.7126945078682283,3.784524763948754,0.156498761055022,-0.0020963531539424,-0.2190396925018296,0.0016820138659105,0.1275462387112134,0.0558799702853183
17,0,-0.010090846568346,-5.227314665270071,0.0101044606417417,0.0252205785363912,0.0016523071099072,-5.227487465063024,-7.086940202959349,-9.747011509884285,99.50736979301756,-0.186650516565026,2.979062410853385,0.1920960857600788,0.3114229865020463,-0.0508030383663329,0.0003214489824103,-0.4875541027703994,-0.186650516565026,2.979062410853385,0.1920960857600788,-0.0031843788309881,-0.0508030383663329,0.0003214489824103,-0.4875541027703994,-0.0154772210352834
18,0,-0.0100978491827845,-5.227407243133128,-0.0100919585675001,0.0251854211091995,-0.0016513508744537,-5.227362256926912,-7.0866304572056,-9.747080512594856,99.50847071639524,-0.8090388217797297,2.412485638641666,-0.2798896425981704,-0.2095384051522909,-0.3812131825848328,0.001912842219023,-0.0812402902270442,-0.8090388217797297,2.412485638641666,-0.2798896425981704,0.0023291785026652,-0.3812131825848328,0.001912842219023,-0.0812402902270442,0.0078946521368242
19,0,-0.010087639093399,-5.227379615029382,-0.0100908586755394,0.0251803416758775,-0.0016511115245521,-5.227408177210392,-7.086713460518503,-9.747033990456009,99.50642830542296,0.7431380114757471,0.8802913717747565,0.4422845101909175,0.0276570066298929,-0.6065190833251615,-0.0014159506489147,-0.3253870281686575,0.7431380114757471,0.8802913717747565,0.4422845101909175,-0.0031422561819507,-0.6065190833251615,-0.0014159506489147,-0.3253870281686575,0.0076195548938503
20,0,-0.0100895799696445,-5.227426364941068,-0.0101067163050174,0.0252496879547834,-0.001653759041801,-5.227076416609871,-7.086825492194348,-9.747136409716868,99.52297955507508,0.0173455289821355,3.4545563935028545,0.4025763813922153,0.5090161361444129,-0.3645043855486221,0.0015296689248802,0.0374551868905609,0.0173455289821355,3.4545563935028545,0.4025763813922153,0.0035232705591138,-0.3645043855486221,0.0015296689248802,0.0374551868905609,0.0339371711681079
21,0,-0.0100968042388558,-5.227398960532852,-0.0100933415815234,0.0251908749341964,-0.001651664962992,-5.227318433922148,-7.086781256778746,-9.747052817280938,99.5077482803634,0.1806558255494472,3.0873771889113693,-0.217824720320681,-0.5266708903658595,-0.496626837301628,0.003830128689983,0.2644420479948567,0.1806558255494472,3.0873771889113693,-0.217824720320681,0.0028692272092726,-0.496626837301628,0.003830128689983,0.2644420479948567,0.3429243467904153
22,0,-0.0100971879437565,-5.227565062927063,-0.0100865280255675,0.0251724980771541,-0.0016506287502124,-5.227476301391582,-7.0865935057410425,-9.747024850871568,99.50704542826828,-0.2893149477692902,0.4113629626172339,-0.0388363459440627,0.3348587623784155,-0.4494942049820385,0.0024080779139002,-0.2604400600599593,-0.2893149477692902,0.4113629626172339,-0.0388363459440627,-0.0035257341619426,-0.4494942049820385,0.0024080779139002,-0.2604400600599593,0.06020117796463
23,0,-0.0100908186286687,-5.227326703334007,-0.0100926980376243,0.0251841936260461,-0.001651068450883,5.227408585021961,7.086685466912278,9.747018730146817,99.50648275285631,0.6795603833258994,3.10615931385874,0.0851762844247903,0.4020858833746866,-0.013508889899271,-0.000318638427286,-0.065084141172656,0.6795603833258994,3.10615931385874,0.0851762844247903,-0.0013595894379521,-0.013508889899271,-0.000318638427286,-0.065084141172656,0.1019229868248844
24,0,-0.0100892325863242,-5.227571917781686,-0.0100939683616161,0.0251921098679304,-0.001651702215895,5.22728556447044,7.08665758415146,9.747049313213836,99.82734427225056,-0.6062001254968976,4.461547095001352,0.0620813773865255,0.0865420466102942,-0.3767234130318511,0.0005017228965138,0.1350808237504963,-0.6062001254968976,4.461547095001352,0.0620813773865255,0.0013553385211961,-0.3767234130318511,0.0005017228965138,0.1350808237504963,0.2194185675798834
25,0,-0.0100907525047659,-5.227344042967687,0.0049431817606091,0.013883271254599,0.0008190069929696,5.230069812007174,7.090200665543596,9.75128987475283,99.50655294532626,-0.9012744478691346,3.0876051065168357,-0.1489122860049479,0.5719952683537909,-0.128400540933733,-0.0001348600969429,-0.2704067910058093,-0.9012744478691346,3.0876051065168357,-0.1489122860049479,0.0004993787046798,-0.128400540933733,-0.0001348600969429,-0.2704067910058093,-0.0442605223105547
26,0,-0.0100913317874073,-5.227620301827804,-0.0100911380723118,0.0251818113029003,-0.0016511637950316,5.227289342377273,7.086664905699601,9.747022799467938,99.50593414231528,0.2631478966561849,2.0761240782257917,-0.0374737783363779,-0.4694807779012624,-0.639213884193202,0.0042601828231928,0.1872979628727998,0.2631478966561849,2.0761240782257917,-0.0374737783363779,-0.0003892223982108,-0.639213884193202,0.0042601828231928,0.1872979628727998,0.3730853267284728
27,1,0.0010764189064502,-0.2429190968630815,0.0012834022054448,0.0334705412387847,0.0001952435995917,-0.098044991595698,-0.0264146008736014,-0.1486354126585261,-0.1137752145425663,-0.7068568651841729,3.618578352002984,-0.5447302312797324,0.3012996428641196,0.2315453975690338,0.0006217187946155,0.1096570236462839,-0.7068568651841729,3.618578352002984,-0.5447302312797324,-0.0004625214081553,0.2315453975690338,0.0006217187946155,0.1096570236462839,0.0510353066596641
28,1,-0.0002671639085747,-0.2631270042899384,0.000700231292285,0.0300574358552694,7.7470947871916e-05,-0.0250334933539282,0.167249966135326,0.0585038839877467,0.513205577405571,-0.4901714373775472,3.328907184319519,0.1272667545092356,0.1397534305579851,0.5155252434910191,-0.0020255002305556,-0.0997985595698925,-0.4901714373775472,3.328907184319519,0.1272667545092356,-0.0041402213245674,0.5155252434910191,-0.0020255002305556,-0.0997985595698925,0.1176989191821395
29,1,3.7196139146544738e-06,-0.0251367574901633,-0.0008401125087402,0.0274605378508567,5.7888108131010085e-05,-0.0990415977191269,-0.2059235472831355,-0.0491883214074504,14.61599131911778,-0.7417617367133351,1.2141901207175767,0.240692731291903,0.2428574042681597,1.3334614347800784,0.0010590472012636,-0.6202141961722512,-0.7417617367133351,1.2141901207175767,0.240692731291903,-0.005231252573151,1.3334614347800784,0.0010590472012636,-0.6202141961722512,-0.0111059703208028
30,1,0.0010571974562481,0.1526822249400594,-0.0005948539474047,0.0404581576585769,-0.0002152154484065,-0.1490491086033636,-0.3148207289797407,-0.0803647875130728,0.2631064962320923,-0.4434906849628621,2.625864412365355,0.4609358256560179,-0.2211341328197547,-0.4772172052375114,0.0044196300208252,0.0025806675825629,-0.4434906849628621,2.625864412365355,0.4609358256560179,-0.0033685125201393,-0.4772172052375114,0.0044196300208252,0.0025806675825629,0.0354192178345411
31,1,0.0002887618611566,-0.2125771345763798,-0.0001239348202943,0.028701227158308,7.964516407810152e-05,0.2434010541754057,0.1932023069208486,0.1329801543660958,0.3173305026663433,-0.8893743988364013,0.1344163784689103,0.2891213277541754,0.0322603744453915,0.9072125769433156,-0.0007384204569893,0.1156945542508137,-0.8893743988364013,0.1344163784689103,0.2891213277541754,-0.0006448566978564,0.9072125769433156,-0.0007384204569893,0.1156945542508137,0.0683398318142115
32,1,0.000783318595495,0.2449777686169238,0.0006642710650339,0.0225914698094129,0.000256987317698,0.1162758391801496,0.0975798386431457,0.0078157145765516,0.2684389064263626,-0.8898395268340207,2.923111436829285,-0.3808486059416717,0.3150820671318233,0.7198059129548553,-0.0042857917801895,0.1844270244441184,-0.8898395268340207,2.923111436829285,-0.3808486059416717,0.0030931228533669,0.7198059129548553,-0.0042857917801895,0.1844270244441184,0.1125563143403022
33,1,2.2999853172223084e-05,-0.1203367931745659,-7.17602379154414e-05,0.0204552989453077,0.0001555546041345,0.2314297770746401,0.0252730826802938,0.1204233721728823,0.5814070692681765,-0.6686125901979612,2.5482428775380006,0.089114351764711,0.2585746965583806,0.6427808408672644,0.0013407550649944,-0.2810317440529443,-0.6686125901979612,2.5482428775380006,0.089114351764711,0.002107164051939,0.6427808408672644,0.0013407550649944,-0.2810317440529443,-0.0461089181122738
34,1,-0.0002719784388318,0.1349609209322837,-0.0001174410572275,0.0305446702986955,-0.0002880021638702,0.2845352656747316,-0.05929532008494,-0.0835094108057195,-0.076648445444706,-0.834825075250758,0.0510795150119154,0.3289723501214645,-4.649600348145088e-05,0.0096410907328072,0.0019644462443012,-0.050025780103504,-0.834825075250758,0.0510795150119154,0.3289723501214645,0.002575519772027,0.0096410907328072,0.0019644462443012,-0.050025780103504,-0.1149280963315561
35,1,-6.657730409642681e-05,-0.0738882111670483,-0.0004695274983532,0.0295114703476429,-8.516957313986495e-05,0.1861680465117119,0.0490263258216918,-0.0175776468642675,0.9867428747294662,-0.0915230801910942,0.5078895750761037,0.0582718990210699,-0.0803929733082588,-0.3487123971373855,-0.0004463603472788,-0.0748425731450987,-0.0915230801910942,0.5078895750761037,0.0582718990210699,-0.000861040318253,-0.3487123971373855,-0.0004463603472788,-0.0748425731450987,0.1408960641115785
36,1,0.000655357260257,-0.1836083726782857,-0.0003515445860102,0.0254790615290403,-6.525508797494695e-05,-0.2999928274439827,-0.1209910466780522,0.0130801660670781,0.3946166585154329,0.6147921241036745,2.796855882969356,0.3079220596447052,0.4150055514950141,0.1087025097059042,-0.0002759992349987,-0.1338711898711406,0.6147921241036745,2.796855882969356,0.3079220596447052,-0.0039581443218665,0.1087025097059042,-0.0002759992349987,-0.1338711898711406,-0.2955599938520483
37,1,-0.0016509166453033,0.0920979606387427,-0.0007861955091357,0.0251397043466568,-0.0001667410397203,-0.0364675643054833,-0.0971305669182452,-0.0294194144941247,0.0093240847213236,-0.5537856245703319,-0.2166413863584599,-0.0023194393035951,-0.0853928485625917,-0.2554465637007634,0.0004054940687191,-0.2167571881567532,-0.5537856245703319,-0.2166413863584599,-0.0023194393035951,-0.0005117317899459,-0.2554465637007634,0.0004054940687191,-0.2167571881567532,-0.0472572384188921
38,1,-0.0006391775677911,0.1951308435644096,-0.0002020253741648,0.0264234822243452,-6.360921543091536e-05,-0.0351125519368782,-0.106254487653076,0.0168362772434944,-0.1133205662703642,-0.4441465091732368,-0.3899467852854679,-0.2571634570695489,0.1391446634986122,-0.1012387703502795,-0.0021623805360418,0.0170116871318613,-0.4441465091732368,-0.3899467852854679,-0.2571634570695489,0.0001144460577773,-0.1012387703502795,-0.0021623805360418,0.0170116871318613,0.0635743349119703
39,1,-0.0100923795253038,-5.227406696608325,-0.0100902980193495,0.0251785274595022,-0.0016509951092302,-5.227689325939292,-7.087155988113824,-9.747738564590264,99.52758840678652,-0.5833367473554163,2.6036264266927818,-0.4973182170795566,0.2502846389900123,0.4708103491319075,-0.0004209678830745,0.0696326952171034,-0.5833367473554163,2.6036264266927818,-0.4973182170795566,0.0021065901528025,0.4708103491319075,-0.0004209678830745,0.0696326952171034,0.038512250675084
40,1,-0.0100905131548643,-5.227361088240135,-0.0100897457450628,0.0251755993813276,-0.0016509192064404,-5.227447443197465,-7.086725155129364,-9.747013770829614,99.54676663953168,-1.0470977583822487,0.04356322761413,0.0944608415887706,0.1131795406190521,-0.2021695762336137,-0.0013485561369251,0.2576786611195307,-1.0470977583822487,0.04356322761413,0.0944608415887706,0.0011684893942853,-0.2021695762336137,-0.0013485561369251,0.2576786611195307,0.0526676429348079
41,1,-0.0100906500592827,-5.227344841701267,-0.0100916856899857,0.0251831375062465,-0.0016513959271833,-5.22734590969582,-7.086618702861678,-9.747023493610545,99.50802044602771,-0.870301517021844,3.5948748901459124,-0.0259386412448494,-0.0773708106452662,-0.2303484146325125,0.0024619560876484,-0.2071806238128658,-0.870301517021844,3.5948748901459124,-0.0259386412448494,0.000854603700591,-0.2303484146325125,0.0024619560876484,-0.2071806238128658,-0.1067232588569927
42,1,-0.0100913774222135,-5.227328125101731,-0.0100910970941185,0.025181284174323,-0.001651183119975,-5.227411716898587,-7.086638998259703,-9.747084279194308,99.50756379920436,-0.9194635696762958,1.3527397254599505,0.1834110266821383,-0.0479912372054508,-0.0296639429369678,0.0008423817248285,0.2317347948501576,-0.9194635696762958,1.3527397254599505,0.1834110266821383,-0.0009712415169514,-0.0296639429369678,0.0008423817248285,0.2317347948501576,-0.0103550425924724
43,1,-0.010092144832015,-5.227346308924047,-0.0100907515734434,0.0251801162958145,-0.0016511032590642,-5.227347293527068,-7.086694273227651,-9.747037244991049,99.50776209522677,-0.4957915899210974,3.306216508731783,-0.0641596878682115,-0.0042965759191062,-0.1535156978990661,0.0023421774928079,-0.436015459412211,-0.4957915899210974,3.306216508731783,-0.0641596878682115,0.0010254396429354,-0.1535156978990661,0.0023421774928079,-0.436015459412211,-0.0898477122079535
44,1,-0.0100924288854002,-5.227419176121951,-0.0100908335298299,0.0251797419041395,-0.0016511336434632,-5.2272738032790125,-7.08690604657448,-9.746839883979524,99.52024325891924,-0.4507074731561964,2.353075501486196,-0.4291220254108353,-0.1466266900923623,-0.3516784655023706,0.0022192288961264,-0.374331496557674,-0.4507074731561964,2.353075501486196,-0.4291220254108353,0.0065962431282246,-0.3516784655023706,0.0022192288961264,-0.374331496557674,-0.0947335201756754
45,1,-0.0100922789424657,-5.227394946514955,-0.0100918868556618,0.0251837261021137,-0.0016513052396476,-5.227400630905696,-7.086686236743746,-9.746879971430586,99.50623932397204,-0.405304581470308,1.568407621805861,-0.0548090684493508,0.0378366755486001,-0.1933558545527134,0.0016495239703845,0.0153607364695334,-0.405304581470308,1.568407621805861,-0.0548090684493508,-0.0010532048281902,-0.1933558545527134,0.0016495239703845,0.0153607364695334,0.0163185280483768
46,1,-0.0100911930203437,-5.227375307124893,-0.0100908456370234,0.0251807272434234,-0.0016511246794834,-5.22739636085918,-7.086726462242468,-9.74712577043207,99.50742703100865,-0.7545108790244255,1.9252509942286096,0.2236942792230776,-0.2425100447741338,0.0450500490170382,-0.000723140771397,0.1879262883744136,-0.7545108790244255,1.9252509942286096,0.2236942792230776,-0.0006259650631783,0.0450500490170382,-0.000723140771397,0.1879262883744136,-0.0409170400450102
47,1,-0.0100909182801842,-5.227425965492671,0.010085797868669,0.0251499414443969,0.0016511637950316,-5.260151732482292,-7.130495478159548,-9.804747567193903,99.51830918232808,0.0097046205644701,0.3791248892119059,0.0545640072619735,-0.0944585501535718,0.3757416178989041,-0.001032395811517,0.0735453688363786,0.0097046205644701,0.3791248892119059,0.0545640072619735,0.0002690040947993,0.3757416178989041,-0.001032395811517,0.0735453688363786,-0.0300446810865475
48,1,-0.0100908149033784,-5.227452543099481,-0.010090478695929,0.0251789819449186,-0.0016510678688064,-5.227548052326744,-7.086905366170504,-9.74733585184786,99.51731319875856,-0.3084795810513134,0.2348914393535155,-0.3219666220698111,-0.4937947709075043,0.4575282447301263,-0.0001411593851675,-0.0809450454305905,-0.3084795810513134,0.2348914393535155,-0.3219666220698111,-0.0018742883104112,0.4575282447301263,-0.0001411593851675,-0.0809450454305905,-0.086823186823113
49,1,-0.0100914780050516,-5.227333057713367,-0.0100909993052482,0.0251805614680051,-0.0016511413268744,-5.227707753379649,-7.087478116401421,-9.747674180007644,99.64643823816884,-0.4014259977138956,1.969734577489949,-0.3290499888743043,-0.5084954322502231,0.1432685583761781,0.0010898736585276,-0.386769031353858,-0.4014259977138956,1.969734577489949,-0.3290499888743043,0.0008814297087014,0.1432685583761781,0.0010898736585276,-0.386769031353858,0.0846971949955537
50,1,-0.0100882705301046,-5.227360711119126,-0.0100914221256971,0.0251829531043767,-0.001651233062148,-5.227716869029612,-7.087294180519347,-9.748210833681126,99.50568225169904,-0.7609082757921435,3.1260195061321694,0.3753791448628918,-0.0290518361393588,-0.2749378260781157,0.0038559187667722,0.0632523491313227,-0.7609082757921435,3.1260195061321694,0.3753791448628918,-0.0018367095345164,-0.2749378260781157,0.0038559187667722,0.0632523491313227,0.0250012555870185
51,1,-0.0100907618179917,-5.227422745481301,-0.010088687762618,0.0251746419817209,-0.001650815596804,-5.227796230605213,-7.086936494110512,-9.747114583629056,99.5066799277582,-0.875200742506641,3.1959566472263568,0.2656923979914199,0.194165420870842,0.1726297185437277,0.0003400309243284,-0.0491067432723252,-0.875200742506641,3.1959566472263568,0.2656923979914199,0.0026224981179908,0.1726297185437277,0.0003400309243284,-0.0491067432723252,-0.0304895389215117
52,1,-0.0100903529673814,-5.227375914053871,-0.0100907897576689,0.0251801926642656,-0.0016511150170117,-5.22826357444597,-7.087153813892611,-9.747933112586663,99.50407815317048,-1.0213796119341916,-0.0958256891586626,-0.1360682633648502,-0.0857830622179978,-0.4273015594989839,0.0004404088173121,0.2544613910133831,-1.0213796119341916,-0.0958256891586626,-0.1360682633648502,-0.0005849991822492,-0.4273015594989839,0.0004404088173121,0.2544613910133831,0.4004323788847956
53,1,-0.0100920479744672,-5.227333114792759,-0.0100921876728534,0.0251866150647401,-0.0016513810260221,-5.2274733161284725,-7.086783974070022,-9.747086329902436,99.50602583959218,-0.4863610741699782,2.936163519326187,0.1398034742449701,0.1165912986530214,-0.4485570995719472,0.0007122563004008,-0.0668396895621001,-0.4863610741699782,2.936163519326187,0.1398034742449701,-0.0008834269660746,-0.4485570995719472,0.0007122563004008,-0.0668396895621001,-0.4490969444825474
54,1,-0.0100916493684053,-5.227526661489288,0.0100477114319801,0.0251628328114748,0.0016478216275572,-5.227308864867945,-7.086855802806951,-9.74721066441072,99.50843257394664,-0.0524208011700966,0.038118449120593,-0.0316919079873365,-0.212015765887247,-0.2094037925094727,0.0008173618539049,0.089597908847662,-0.0524208011700966,0.038118449120593,-0.0316919079873365,0.0016222152470306,-0.2094037925094727,0.0008173618539049,0.089597908847662,-0.0003704163883017
55,1,-0.0100908251479268,-5.227353190265545,-0.0100929085165262,0.0251934994012117,-0.0016513783484697,-5.227369993320589,-7.086768604610909,-9.74714530037009,99.52107169780182,0.4931270583238523,2.200427041254557,-0.4623745648899811,-0.3465769305228305,0.1871454797578824,-0.001056453830978,0.2005562044635601,0.4931270583238523,2.200427041254557,-0.4623745648899811,0.0029576616358484,0.1871454797578824,-0.001056453830978,0.2005562044635601,0.0398133432159237
56,1,-0.0100909546017646,-5.227341823761975,-0.0100907580927014,0.0251809600740671,-0.0016511211870238,-5.227291227879177,-7.086699323753241,-9.747239773330271,99.6437898855469,-0.8853843741446266,3.438919462146191,-0.1044305450591869,-0.5672906426128191,-0.1593119946496579,-0.0019113321373489,0.1905681127802012,-0.8853843741446266,3.438919462146191,-0.1044305450591869,0.000516482183169,-0.1593119946496579,-0.0019113321373489,0.1905681127802012,-0.0326282544533108
