,label,eeg_act-0_feat-Px_band-Delta_ch-27,eeg_act-0_feat-Px_band-Delta_ch-30,eeg_act-0_feat-Px_band-Alpha_ch-0,eeg_act-0_feat-Px_band-Alpha_ch-21,eeg_act-0_feat-Px_band-Alpha_ch-27,eeg_act-0_feat-Px_band-Beta_ch-27,eeg_act-0_feat-Px_band-Beta_ch-30,eeg_act-0_feat-Px_band-Beta_ch-31,eeg_act-0_feat-Px_band-Gamma1_ch-30,eeg_act-0_feat-Pm_band-Delta_ch-27,eeg_act-0_feat-Pm_band-Delta_ch-30,eeg_act-0_feat-Pm_band-Delta_ch-31,eeg_act-0_feat-Pm_band-Theta_ch-27,eeg_act-0_feat-Pm_band-Theta_ch-30,eeg_act-0_feat-Pm_band-Theta_ch-31,eeg_act-0_feat-Pm_band-Alpha_ch-21,eeg_act-0_feat-Pm_band-Alpha_ch-30,eeg_act-0_feat-Pm_band-Beta_ch-0,eeg_act-0_feat-Pm_band-Beta_ch-21,eeg_act-0_feat-Pm_band-Beta_ch-30,eeg_act-0_feat-Pm_band-Beta_ch-31,eeg_act-0_feat-Pm_band-Gamma1_ch-27,eeg_act-0_feat-Pm_band-Gamma1_ch-30,eeg_act-0_feat-Pm_band-Gamma1_ch-31,eeg_act-0_feat-Pd_band-Delta_ch-27,eeg_act-0_feat-Pd_band-Delta_ch-30,eeg_act-0_feat-Pd_band-Theta_ch-31,eeg_act-0_feat-Pd_band-Alpha_ch-0,eeg_act-0_feat-Pd_band-Alpha_ch-27,eeg_act-0_feat-Pd_band-Alpha_ch-30,eeg_act-0_feat-Pd_band-Beta_ch-21,eeg_act-0_feat-Pd_band-Beta_ch-27,eeg_act-0_feat-Pd_band-Beta_ch-30,eeg_act-0_feat-Pd_band-Beta_ch-31,eeg_act-0_feat-Pd_band-Gamma1_ch-30,eeg_act-0_feat-Pd_band-Gamma2_ch-9,eeg_act-3_feat-Px_band-Gamma2_ch-22,eeg_act-3_feat-Pd_band-Gamma2_ch-18,eeg_act-3_feat-Pd_band-Gamma2_ch-21,eeg_act-3_feat-Pd_band-Gamma2_ch-22,eeg_act-4_feat-Px_band-Gamma1_ch-5,eeg_act-4_feat-Pm_band-Gamma1_ch-24,eeg_act-4_feat-Pd_band-Alpha_ch-5,eeg_act-4_feat-Pd_band-Gamma1_ch-5,eeg_act-5_feat-Px_band-Delta_ch-0,eeg_act-5_feat-Px_band-Delta_ch-15,eeg_act-5_feat-Px_band-Delta_ch-30,eeg_act-5_feat-Px_band-Theta_ch-0,eeg_act-5_feat-Px_band-Theta_ch-7,eeg_act-5_feat-Px_band-Theta_ch-30,eeg_act-5_feat-Px_band-Alpha_ch-12,eeg_act-5_feat-Px_band-Alpha_ch-20,eeg_act-5_feat-Px_band-Alpha_ch-30,eeg_act-5_feat-Px_band-Beta_ch-6,eeg_act-5_feat-Px_band-Beta_ch-20,eeg_act-5_feat-Px_band-Gamma2_ch-22,eeg_act-5_feat-Pm_band-Delta_ch-0,eeg_act-5_feat-Pm_band-Delta_ch-1,eeg_act-5_feat-Pm_band-Delta_ch-15,eeg_act-5_feat-Pm_band-Delta_ch-20,eeg_act-5_feat-Pm_band-Delta_ch-26,eeg_act-5_feat-Pm_band-Delta_ch-30,eeg_act-5_feat-Pm_band-Theta_ch-7,eeg_act-5_feat-Pm_band-Theta_ch-20,eeg_act-5_feat-Pm_band-Theta_ch-30,eeg_act-5_feat-Pm_band-Alpha_ch-20,eeg_act-5_feat-Pm_band-Alpha_ch-30,eeg_act-5_feat-Pm_band-Beta_ch-20,eeg_act-5_feat-Pm_band-Gamma1_ch-6,eeg_act-5_feat-Pd_band-Delta_ch-0,eeg_act-5_feat-Pd_band-Delta_ch-1,eeg_act-5_feat-Pd_band-Delta_ch-15,eeg_act-5_feat-Pd_band-Delta_ch-30,eeg_act-5_feat-Pd_band-Theta_ch-7,eeg_act-5_feat-Pd_band-Theta_ch-15,eeg_act-5_feat-Pd_band-Theta_ch-20,eeg_act-5_feat-Pd_band-Theta_ch-23,eeg_act-5_feat-Pd_band-Theta_ch-30,eeg_act-5_feat-Pd_band-Alpha_ch-5,eeg_act-5_feat-Pd_band-Alpha_ch-7,eeg_act-5_feat-Pd_band-Alpha_ch-15,eeg_act-5_feat-Pd_band-Alpha_ch-20,eeg_act-5_feat-Pd_band-Alpha_ch-30,eeg_act-5_feat-Pd_band-Beta_ch-20,eeg_act-5_feat-Pd_band-Beta_ch-30,eeg_act-5_feat-Pd_band-Gamma1_ch-6,eeg_act-5_feat-Pd_band-Gamma2_ch-13,fnirs_act-3_Hb_feat-Px_band-vlfo_ch-1,fnirs_act-3_Hb_feat-Px_band-vlfo_ch-5,fnirs_act-3_Hb_feat-Pm_band-vlfo_ch-1,fnirs_act-3_Hb_feat-Pm_band-vlfo_ch-5,fnirs_act-3_Hb_feat-Pd_band-vlfo_ch-1,fnirs_act-3_Hb_feat-Pd_band-vlfo_ch-5,fnirs_act-4_HbO_feat-Px_band-vlfo_ch-2,fnirs_act-4_HbO_feat-Pm_band-vlfo_ch-2,fnirs_act-4_HbO_feat-Pd_band-vlfo_ch-5,fnirs_act-4_THb_feat-Pm_band-vlfo_ch-5,fnirs_act-4_THb_feat-Pd_band-vlfo_ch-4,fnirs_act-5_prop-Hb_time-after_ch-4_feat-std
0,0,1.279391691732038e-06,8.401188201804947e-07,2.8765149469422445e-05,3.364406190724278e-05,1.3709901668951071e-06,2.9183730827416296e-05,3.3698101615591573e-05,0.0001794141923044,0.0001992989038824,1.2793916917320377e-06,8.401188201804949e-07,7.5107720991872754e-06,2.97481878983907e-07,3.658810691780757e-07,2.785927097310898e-06,3.364406190724278e-05,1.6445274820212892e-06,0.0002278363809622,0.0001380900750508,3.369810161559159e-05,0.0001794141923044,0.0002004022124125,0.0001992989038824,0.0013451615394175,1.2738268508941904e-06,7.743722053246527e-07,2.3987555185565807e-06,2.6987833373751936e-05,1.114631574256416e-06,1.3283718355772496e-06,7.891363331681153e-05,1.4954042747642495e-05,1.742030047323901e-05,9.40933911289388e-05,0.000111224805178,0.0151931499869522,0.0509248174383049,0.0199710931932075,0.0367604246538915,0.047534516520163,0.0080656916604281,0.0014558214667761,0.0004585143312221,0.005389640727844,0.4013983856887114,0.0126157873003184,0.1131289632589083,0.0095955127105053,0.0156197964564117,0.192017793000683,0.4490108797245311,0.0136218807963423,0.6742762985741644,0.0056147726857028,0.0516825862522328,1.030465839449911e-06,0.4013983856887115,0.3034396556813154,0.0126157873003184,0.1377577300431712,0.3146743176392406,0.1131289632589083,0.0156197964564117,0.0065950731526385,0.1920177930006829,0.0136218807963423,0.6742762985741643,0.0516825862522328,1.4650238755862898e-05,0.4260636573541423,0.3137160174260333,0.0123432927996272,0.1058924391950977,0.0142679709308686,0.0008842639555012,0.0062022813197367,0.1038265026350417,0.1755044565674156,0.016929599876101,0.0247474854467107,0.0029507710492279,0.0116612141525469,0.6156353336654502,0.021583052900302,0.1567620620597289,4.575465655660651e-06,1.3716208966673378e-07,0.0022428091064108,0.0006440140109887,0.0022428091064108,0.0006440140109887,0.0022417410529833,0.0006445171844786,0.0010043822753197,0.0010043822753197,0.0031570932938448,0.0120241523450409,0.073981776947603,0.0287490181199421
1,0,3.822389615644114e-07,3.534765148059027e-06,7.436626411741483e-06,7.848896212775562e-06,2.466706283381547e-07,1.505765546859282e-05,6.481884640314206e-06,0.0002075257444684,6.023922077756809e-05,3.822389615644114e-07,3.534765148059028e-06,7.294390273855368e-07,2.0687430120827318e-07,1.372353267330738e-07,1.2710259520172972e-06,7.848896212775557e-06,3.690698768826443e-07,0.0002114303554593,0.0002603062697694,6.481884640314199e-06,0.0002075257444684,0.0001700865338394,6.023922077756807e-05,0.0027440783232224,3.487084471142405e-07,3.600325241331189e-06,1.1419293479606278e-06,5.891589822544371e-06,1.5682404172100624e-07,2.948841908072469e-07,0.0001263936612105,7.29001058014437e-06,3.2121207732288323e-06,9.925555540020064e-05,3.367432234681094e-05,0.0440151197354695,0.0169674042516291,0.0289970934651363,0.0518853149476085,0.0127422271801509,0.0109041815096556,0.0072802281109444,0.0002323032717973,0.0070957298549689,0.00347973584652,0.0008310370847531,0.0001827232722247,0.0008399479076372,0.0011383529297345,0.0005128939614695,0.0011717044006459,0.0031194972773813,0.0016919605132221,0.0197717430245961,0.0343738894389019,7.072264210430488e-07,0.00347973584652,0.0015042673499827,0.0008310370847531,0.0004242243073117,0.0006110859621734,0.0001827232722247,0.0011383529297345,0.0006138637183768,0.0005128939614695,0.0031194972773813,0.0016919605132221,0.0343738894389019,6.761118770032116e-05,0.0031061034473649,0.0012212938537696,0.0007179350348295,0.0001618636346703,0.0010380070075751,0.000222068241736,0.0005467714306591,0.0005309792260418,0.0004640829527157,0.0011125570262583,0.0037173991179986,0.0004962376055795,0.0025368857249803,0.0013085947734832,0.0134948190493719,0.0097301273356273,2.0475439973617566e-05,8.972245528808087e-07,1.0,0.2239514242570857,1.0,0.2239514242570857,1.0,0.2241309856607933,0.1163099538359311,0.1163099538359311,0.0133616962756058,0.0191357119944902,0.0107578860420631,0.5498566480945126
2,0,1.0533402637849615e-06,1.913543202910285e-07,4.117452635115069e-06,8.167649732311457e-06,2.454838727580305e-06,7.26205350522673e-05,3.0042403656504372e-05,0.0004797470003759,0.0002391672549438,1.0533402637849615e-06,1.913543202910286e-07,3.0173595190761143e-06,7.179553924922801e-07,2.5843039729549774e-07,3.3449471685127784e-06,8.16764973231145e-06,1.0188041975698638e-06,0.0002622158408077,0.0003090231744534,3.004240365650438e-05,0.0004797470003759,0.0005587386965111,0.0002391672549438,0.0047041509081409,9.158724837567324e-07,1.4292105998293993e-07,3.0078501254199588e-06,3.0374279553153552e-06,1.8974075359917584e-06,8.013640476874363e-07,0.0001600629800016,3.659188651385165e-05,1.5157582361219312e-05,0.000236522520413,0.0001340071247057,0.0812153011841474,0.1016607799879278,0.0509063725171502,0.1489451048416029,0.1014549554581476,0.0049165591494651,0.0073722356337183,5.053661820067772e-05,0.0033218189025879,0.0003254352619375,0.0041197684815969,3.768797774075501e-05,0.0002009071025323,0.0,0.0008320759334944,0.0002365311272714,0.002502824560623,0.0026953734772257,0.0070471715615098,0.0283719581991201,4.678451620876088e-06,0.0003254352619375,0.0003894324659612,0.0041197684815969,0.000131657298846,7.243486254118193e-05,3.768797774075501e-05,0.0,0.0003416923595175,0.0008320759334944,0.002502824560623,0.0026953734772257,0.0283719581991201,1.4608281069716622e-05,0.0002487691049711,0.0003279334648708,0.0037097258812046,2.701308138829817e-05,0.0,0.0002979987413318,0.0003045198832695,0.0007019826931272,0.000750212338206,0.0002981201218173,0.0012355805777875,0.0006739607438517,0.0020107777252967,0.0020739507925179,0.0113415209267453,0.0102438293603515,4.412246356575955e-06,1.427120917402474e-06,1.9171174189995063e-05,0.0003024381898722,1.9171174189995063e-05,0.0003024381898722,1.9157520870219572e-05,0.0003025779629996,7.313749972086057e-05,7.313749972086057e-05,0.0005841311739871,0.0010982415476599,0.0015533021054386,0.0094731831293042
3,0,0.0076547381333283,0.009656777972911,0.241787954419879,0.1683601079464382,0.0076574998150434,0.0076648377596357,0.0096617824301232,0.3020937389018994,0.0096107552786293,0.0076547381333283,0.009656777972911,0.3018965177532568,0.0075892697191245,0.0095298176011346,0.3071248774801665,0.1683601079464382,0.0096565523040825,0.241782622218475,0.1684978824514882,0.0096617824301232,0.3020937389018994,0.0077009392529547,0.0096107552786293,0.3025259893143327,0.0076551079580553,0.009658908866506,0.3089100029859015,0.2418003340801347,0.0076638594673643,0.0096611587751302,0.1683974865790064,0.0076608413623837,0.0096594312145723,0.3018808716346263,0.0095941965797264,0.0374445018622005,0.0174812472120317,0.014584166824404,0.0285491587678011,0.0130311001913621,0.5896753038026455,0.4893612580967821,0.5909832481115133,0.5919012475645202,0.4816198134747509,1.0,0.1776882425345052,0.0409298486188257,0.3003919687986086,0.3285288386891573,0.0186766543453972,0.4178872128183712,0.6443435098518673,1.0,0.4738094021451717,1.832694561919476e-07,0.4816198134747509,0.168264298826657,1.0,0.0862635006959327,0.4017202302668786,0.1776882425345051,0.3003919687986085,0.3781313881881116,0.3285288386891574,0.4178872128183712,0.6443435098518672,0.473809402145172,0.0008296220163751,0.5211214076160622,0.2030883967844422,1.0,0.187091197174114,0.280478403988004,0.2589810784342507,0.3720156901894129,0.6513719544706211,0.3053633520555243,0.5889165497750972,0.3946726123323878,0.3354861918006807,0.3945332919467699,0.534934931885776,0.2304667634726591,1.0,0.0002598782824759,5.557661937915827e-08,0.0043912077019903,0.0609981311571011,0.0043912077019903,0.0609981311571011,0.0043907460392611,0.0610520405965654,1.0,1.0,0.0091025974115235,0.1126396839260285,0.0897833184961217,0.2060249452895867
4,0,0.0077986919129084,0.0060610662197533,0.3653793810976376,0.1942612754469605,0.0077968199799276,0.0077898450927833,0.0060530435755747,0.1229814042215679,0.006043899597547,0.0077986919129084,0.0060610662197533,0.1230521605374733,0.0078770100854669,0.0061451521650865,0.1243998953347149,0.1942612754469606,0.0060612421372545,0.3655603742195526,0.1940270422615536,0.0060530435755747,0.1229814042215679,0.0078399092502074,0.006043899597547,0.1238396908747115,0.0077991130781619,0.0060618225664732,0.124688119932233,0.3652792619208719,0.0077964117788028,0.0060609452748732,0.1938186864650531,0.0077820268645401,0.006046295286711,0.1229259632021405,0.0060179124957576,0.0054851645370685,0.0070755701571187,0.0053191282988302,0.0225295544780464,0.0021283988727562,0.0230342230856306,0.0017832250573523,0.0170677072056722,0.0199818597017861,0.0438722913237049,0.0339815617180381,0.0016455619734782,0.0106060469782812,0.1046373160369922,0.0144839624735112,0.0184287718871998,0.0065293245200975,0.0149346050140553,0.0185884271922758,0.0458697279242746,1.2931223331319948e-06,0.043872291323705,0.030113913231249,0.0339815617180381,0.0055732897370405,0.0049328557105859,0.0016455619734782,0.1046373160369922,0.0046735309532322,0.0144839624735112,0.0065293245200975,0.0149346050140553,0.0458697279242746,7.06952170560366e-05,0.0518139428966579,0.0366600936390543,0.0345601397030032,0.0014821320671504,0.1070593942894091,0.0043209542969827,0.004451138683663,0.0066602637520717,0.0143781789438961,0.0223073062099241,0.0382852289107284,0.0060893062008279,0.0058333093988947,0.0145247255161881,0.0215320744007613,0.0087117211692093,2.205213074077685e-05,2.2384359693266858e-07,0.0006222639622335,0.0012211615647156,0.0006222639622335,0.0012211615647156,0.0006219630443733,0.0012221802655846,3.419188385746237e-06,3.4191883857462376e-06,0.000499850134767,0.0041289494284195,0.0134577085784743,0.3774588261463938
5,0,0.009562746134191,0.0058644106047522,0.3128521531932897,0.0961925497256171,0.0095641164083918,0.0095655057586097,0.0058942906703005,0.2168386890705139,0.0060680117227487,0.009562746134191,0.0058644106047522,0.2169073411756158,0.0095588229587296,0.0059050546566106,0.2177418533222621,0.0961925497256171,0.0058652232408626,0.3131486995373554,0.0966119874762746,0.0058942906703005,0.2168386890705139,0.0096045317166904,0.0060680117227487,0.2170530444929988,0.0095626019514347,0.0058645322992046,0.2186085029226067,0.3127788338250889,0.0095631896489024,0.0058634211276704,0.0961374562097913,0.0095611893718927,0.0058679490634341,0.2168664628307485,0.0058814904989128,0.0048559986803689,0.0200002745383658,0.0135332327834504,0.056539350535923,0.0100998933270768,1.0,0.0429688793790218,1.0,1.0,0.001399994271115,0.0126973196262369,0.1013764072278815,0.0014731493120701,0.0072703791194378,0.2338298062086902,0.0089318566441786,0.039121365363711,0.234964539663748,0.0174390794399107,0.05574023658415,5.818777592420505e-07,0.001399994271115,0.0049585477855314,0.0126973196262369,0.1412519394990822,0.9537976242572892,0.1013764072278815,0.0072703791194378,0.0326913268254111,0.2338298062086902,0.039121365363711,0.2349645396637481,0.05574023658415,2.457653801661464e-05,0.0013566479992042,0.0046064926128106,0.0132532456911274,0.1021542336540863,0.0066841740668287,0.0012894767703585,0.0316799271246919,0.5280641493952103,0.2318540657790793,0.0085564040303364,0.0121070698206664,0.0026046653532119,0.0368038566555252,0.2313384860148515,0.0247341951435272,0.078694209161167,7.577335794690784e-06,1.3097486952974848e-07,0.0880734274377985,0.0051700952948934,0.0880734274377985,0.0051700952948934,0.0880094253460934,0.0051726926981661,0.0121962747638605,0.0121962747638605,0.0018893095247692,0.0097229943619464,0.0077561165716329,0.2307177432245995
6,0,0.0182732013885716,0.0095315809525762,0.542499478142751,0.7144518044800573,0.0181928830721139,0.0182616436373956,0.0095347197423896,0.1340199008700219,0.0096664553054919,0.0182732013885716,0.0095315809525762,0.1333048507041761,0.0180523668882039,0.0095769210725737,0.1338367048137307,0.7144518044800575,0.0095134987017668,0.5435572091897729,0.7136221902855762,0.0095347197423896,0.1340199008700219,0.0186878125760863,0.0096664553054919,0.1409068114755505,0.0182790120917122,0.0095336964908749,0.1345314347164864,0.5423425013049564,0.0181905788690822,0.0095127319416785,0.7136768178890034,0.0182029335050504,0.0095097267096585,0.133237442745545,0.0095232326765597,0.0119224402016714,0.0376233625330431,0.0295360540914805,0.0543165509842075,0.0261708350568645,0.0985080622219368,0.0570482063649516,0.0423676477775422,0.0756394306595769,0.5489048419450584,0.0399084776650876,0.1085719207921491,0.2062405295119332,0.1113795675024184,0.3403714063809579,0.0126194456908316,0.5034790437654153,0.3289950415762965,0.0276436982269434,0.2160873289149286,1.3775802931048215e-06,0.5489048419450584,0.3511605782900313,0.0399084776650876,0.1256847553486205,0.009040777447129,0.1085719207921491,0.1113795675024185,0.5080285350896868,0.340371406380958,0.5034790437654154,0.3289950415762966,0.2160873289149286,6.845969868241713e-05,0.6380077878493364,0.4079742746856936,0.0433252231851247,0.1109119140141422,0.1111209736147818,0.003886107392924,0.5070374556833841,0.7025718622783858,0.3410902092385843,0.0109067854574446,0.1071156517776157,0.0038109987294694,0.5043118037053262,0.3260761075860609,0.1500842920360539,0.0891810037030725,2.0707042814506745e-05,1.2731576629214576e-07,0.0034882864342065,0.0036418737996585,0.0034882864342065,0.0036418737996585,0.0034877188875165,0.0036450730804444,0.0120414441760967,0.0120414441760967,0.1092052602498259,0.0057471411737079,0.0524628760957598,0.5293217734107099
7,0,0.9371453689687376,0.0175901309965757,0.7474393330034602,0.1343896660710924,0.937295642823966,0.9379033720288034,0.0176083559815356,0.2300636381004998,0.0176023377250431,0.9371453689687376,0.0175901309965757,0.2299238859819196,0.9315529732713664,0.0174191336548609,0.2300958008440712,0.1343896660710925,0.0175982951931749,0.7472383208831055,0.1340984358395323,0.0176083559815356,0.2300636381004998,0.938748754177764,0.0176023377250431,0.2295156021790217,0.9371714026399788,0.0175870122093787,0.2306139924640106,0.74744129053173,0.937515922921905,0.0175927001900768,0.1340902425903041,0.937957028359157,0.0176017091139079,0.2302258048690051,0.0175513047537588,0.4181244407976747,0.0320213303991105,0.0222418118125623,0.0805785979705952,0.0297044981773075,0.0435449364672329,0.0100905209265874,0.0342787922785236,0.0384221522922017,0.0004860964996099,0.0009869910033017,0.0004218258369087,0.0004632243248788,0.0029173208039524,0.0023102656324146,0.0016899053512156,0.0109129495715357,0.0026149256035109,0.0045669671189216,0.0369940850141707,1.059848511214706e-06,0.0004860964996099,0.0006630310564973,0.0009869910033017,0.0013443057406208,0.0023870517960912,0.0004218258369087,0.0029173208039524,0.0086365474063933,0.0023102656324146,0.0109129495715357,0.0026149256035109,0.0369940850141707,1.3757214155603508e-05,0.0005174453156424,0.0005858729544068,0.0008940215080174,0.0004243063071244,0.0026561627355618,0.0021518881519363,0.0085606506585956,0.0066520652262727,0.0021712098277834,0.0017658927384229,0.0065640209870708,0.0029707674601183,0.0097513299994788,0.0022359693303362,0.0148743918133972,0.0036105608352839,4.201699538184783e-06,9.38916012626596e-07,0.0006324314467668,0.0090198697901487,0.0006324314467668,0.0090198697901487,0.0006324641499542,0.0090237646266737,0.0001031930012996,0.0001031930012996,1.6150440356897385e-06,7.902220085693776e-05,0.0001551635662405,0.083453554780728
8,0,0.0100058939207774,0.0108050582033591,0.5012947246585459,0.2757653203428252,0.0099882938438495,0.0099988146750785,0.010798283648928,0.4659599577386398,0.0108263330026043,0.0100058939207774,0.0108050582033591,0.4661134192892894,0.0098076357006998,0.0107995603321883,0.4644060166992136,0.2757653203428253,0.0107980641763784,0.501525046512498,0.2753379114739309,0.010798283648928,0.4659599577386398,0.0102036362108595,0.0108263330026043,0.4669065645445128,0.0100064171680937,0.0108059170657992,0.4672286454292203,0.5009544640949386,0.0099820631423532,0.0107927098838224,0.2749690760941699,0.009963459228804,0.0107807080549797,0.4657688902892946,0.0107780402040025,0.2067842691848744,0.0345955570638576,0.025322831166717,0.0919600706730496,0.02728637736733,0.0268233357035444,0.0504744018663513,0.022393263653774,0.0244248104310754,0.0126999343100416,0.0755394437349959,0.0487116351423161,0.030558346268402,0.4204681975700585,1.0,0.1052714457234459,0.7268148268806013,1.0,0.1793060536571573,0.3145804335025768,0.1739194249634452,0.0126999343100416,0.0144360894624724,0.075539443734996,0.0690962963526973,0.0921496374910191,0.0487116351423161,0.4204681975700585,0.7360857996976079,1.0,0.7268148268806013,1.0,0.3145804335025768,0.0865161354919408,0.0119500106424566,0.0134455907777389,0.0685094902097076,0.0422248766419145,0.4208457733064437,0.1643634843758657,0.7354629879990982,0.8727945436498041,1.0,0.3780983176647679,0.4083774090142177,0.1592544171988592,0.7324784280397163,1.0,0.2077889030585793,0.2399049385906869,0.0864738054582788,0.1522795967617845,2.419630561652109e-10,5.3679768011547846e-11,2.419630561652109e-10,5.3679768011547846e-11,2.4189803895037736e-10,5.3704644402698456e-11,1.0181348691436925e-12,1.0181348691436925e-12,2.8441050533942875e-11,3.941446643150518e-13,0.0,0.0730399871197802
9,0,0.0040230811958546,0.0090523689958724,0.169869129639165,0.1484323730978238,0.0039225335964289,0.0039632696836313,0.0090297657543761,0.133790325307784,0.0092079025302703,0.0040230811958546,0.0090523689958724,0.1338255466602155,0.0038738467628696,0.0090775503442988,0.134313280165458,0.1484323730978239,0.0090115936144534,0.170108247167899,0.1481638738272474,0.0090297657543761,0.133790325307784,0.0042470977563523,0.0092079025302703,0.1353658620310615,0.004017548931772,0.0090506316331806,0.1348337511134885,0.1698002955752905,0.0039246392933024,0.0090148564609956,0.1477058825357159,0.0039095408060214,0.0089758030124954,0.1334011749012353,0.0090327166434684,0.1013086369995632,0.1439447124117239,0.0402102090187306,0.0584367099035043,0.1348763802320446,0.1096962396962487,0.0785186338654521,0.1105450671336045,0.1102224063108808,0.2273529038784689,0.4305210088069721,0.0043058607141136,0.6242951261670783,0.1686108079436517,0.0856817526746415,1.0,0.4562957859508588,0.0868910639699989,0.2072060419786791,0.1732951771670178,0.0281316616427793,0.2273529038784689,0.0940275380487304,0.430521008806972,0.0399471251619169,0.0105455538219722,0.0043058607141136,0.1686108079436517,0.4567193859651415,0.0856817526746415,0.4562957859508589,0.0868910639699989,0.1732951771670178,0.0240628154735611,0.2065293711100616,0.0855078671975335,0.3909051064049225,0.0037757098687057,0.1689389604117039,1.0,0.4554777579401026,0.0357642454513224,0.085487534560866,1.0,0.1645505691448424,1.0,0.4596444909729157,0.0864879459869447,0.1247612400441717,0.0242159145021614,0.0239943575803354,0.0212021411684792,6.323410702859261e-12,0.0,6.323410702859261e-12,0.0,6.32194435853878e-12,0.0,3.232647362595834e-09,3.2326473625958353e-09,5.911554864188177e-10,1.1219182125135222e-09,4.388192261169836e-10,0.0726980487525115
