,label,eeg_act-0_feat-Px_band-Delta_ch-31,eeg_act-0_feat-Px_band-Theta_ch-21,eeg_act-0_feat-Px_band-Alpha_ch-30,eeg_act-0_feat-Px_band-Beta_ch-27,eeg_act-0_feat-Px_band-Beta_ch-30,eeg_act-0_feat-Px_band-Beta_ch-31,eeg_act-0_feat-Px_band-Gamma1_ch-27,eeg_act-0_feat-Px_band-Gamma1_ch-30,eeg_act-0_feat-Pm_band-Delta_ch-21,eeg_act-0_feat-Pm_band-Delta_ch-30,eeg_act-0_feat-Pm_band-Theta_ch-27,eeg_act-0_feat-Pm_band-Theta_ch-31,eeg_act-0_feat-Pm_band-Alpha_ch-21,eeg_act-0_feat-Pm_band-Alpha_ch-30,eeg_act-0_feat-Pm_band-Gamma1_ch-27,eeg_act-0_feat-Pd_band-Delta_ch-30,eeg_act-0_feat-Pd_band-Theta_ch-21,eeg_act-0_feat-Pd_band-Theta_ch-30,eeg_act-0_feat-Pd_band-Alpha_ch-31,eeg_act-0_feat-Pd_band-Gamma2_ch-13,eeg_act-1_feat-Px_band-Delta_ch-17,eeg_act-1_feat-Px_band-Delta_ch-20,eeg_act-1_feat-Px_band-Theta_ch-16,eeg_act-1_feat-Pm_band-Delta_ch-16,eeg_act-1_feat-Pm_band-Gamma2_ch-1,eeg_act-1_feat-Pd_band-Theta_ch-17,eeg_act-3_feat-Pd_band-Gamma2_ch-22,eeg_act-4_feat-Pm_band-Gamma1_ch-5,eeg_act-5_feat-Px_band-Delta_ch-0,eeg_act-5_feat-Px_band-Delta_ch-15,eeg_act-5_feat-Px_band-Theta_ch-0,eeg_act-5_feat-Px_band-Alpha_ch-30,eeg_act-5_feat-Px_band-Beta_ch-20,eeg_act-5_feat-Px_band-Gamma1_ch-6,eeg_act-5_feat-Pm_band-Delta_ch-0,eeg_act-5_feat-Pm_band-Delta_ch-1,eeg_act-5_feat-Pm_band-Delta_ch-15,eeg_act-5_feat-Pm_band-Delta_ch-26,eeg_act-5_feat-Pm_band-Delta_ch-30,eeg_act-5_feat-Pm_band-Theta_ch-0,eeg_act-5_feat-Pm_band-Theta_ch-7,eeg_act-5_feat-Pm_band-Theta_ch-20,eeg_act-5_feat-Pm_band-Theta_ch-22,eeg_act-5_feat-Pm_band-Theta_ch-30,eeg_act-5_feat-Pm_band-Beta_ch-30,eeg_act-5_feat-Pd_band-Delta_ch-0,eeg_act-5_feat-Pd_band-Delta_ch-26,eeg_act-5_feat-Pd_band-Theta_ch-7,eeg_act-5_feat-Pd_band-Theta_ch-20,eeg_act-5_feat-Pd_band-Theta_ch-30,eeg_act-5_feat-Pd_band-Alpha_ch-30,fnirs_act-1_Hb_feat-Px_band-vlfo_ch-1,fnirs_act-1_Hb_feat-Px_band-vlfo_ch-5,fnirs_act-1_Hb_feat-Pm_band-vlfo_ch-1,fnirs_act-1_Hb_feat-Pd_band-vlfo_ch-1,fnirs_act-1_HbO_feat-Px_band-vlfo_ch-4,fnirs_act-1_HbO_feat-Px_band-vlfo_ch-5,fnirs_act-1_HbO_feat-Px_band-lfo_ch-2,fnirs_act-1_HbO_feat-Px_band-lfo_ch-4,fnirs_act-1_HbO_feat-Pm_band-vlfo_ch-4,fnirs_act-1_HbO_feat-Pm_band-lfo_ch-2,fnirs_act-1_HbO_feat-Pm_band-lfo_ch-4,fnirs_act-1_HbO_feat-Pd_band-lfo_ch-2,fnirs_act-1_HbO_feat-Pd_band-lfo_ch-4,fnirs_act-1_THb_feat-Px_band-vlfo_ch-4,fnirs_act-1_THb_feat-Px_band-vlfo_ch-5,fnirs_act-1_THb_feat-Px_band-lfo_ch-1,fnirs_act-1_THb_feat-Pd_band-vlfo_ch-4,fnirs_act-1_THb_feat-Pd_band-vlfo_ch-5,fnirs_act-1_THb_feat-Pd_band-lfo_ch-1,fnirs_act-2_Hb_feat-Px_band-vlfo_ch-1,fnirs_act-2_Hb_feat-Pd_band-vlfo_ch-1,fnirs_act-2_HbO_feat-Px_band-vlfo_ch-1,fnirs_act-2_HbO_feat-Px_band-vlfo_ch-2,fnirs_act-2_HbO_feat-Px_band-vlfo_ch-4,fnirs_act-2_HbO_feat-Px_band-vlfo_ch-5,fnirs_act-2_HbO_feat-Pm_band-vlfo_ch-1,fnirs_act-2_HbO_feat-Pm_band-vlfo_ch-2,fnirs_act-2_HbO_feat-Pm_band-vlfo_ch-4,fnirs_act-2_HbO_feat-Pm_band-vlfo_ch-5,fnirs_act-2_HbO_feat-Pd_band-vlfo_ch-1,fnirs_act-2_HbO_feat-Pd_band-vlfo_ch-2,fnirs_act-2_HbO_feat-Pd_band-vlfo_ch-4,fnirs_act-2_HbO_feat-Pd_band-vlfo_ch-5,fnirs_act-2_THb_feat-Px_band-vlfo_ch-1,fnirs_act-2_THb_feat-Px_band-vlfo_ch-2,fnirs_act-2_THb_feat-Pm_band-vlfo_ch-1,fnirs_act-2_THb_feat-Pm_band-vlfo_ch-2,fnirs_act-2_THb_feat-Pd_band-vlfo_ch-1,fnirs_act-3_Hb_feat-Pm_band-vlfo_ch-1,fnirs_act-3_Hb_feat-Pm_band-vlfo_ch-4,fnirs_act-3_Hb_feat-Pd_band-vlfo_ch-5,fnirs_act-3_THb_feat-Px_band-vlfo_ch-5,fnirs_act-4_HbO_feat-Px_band-vlfo_ch-2,fnirs_act-4_HbO_feat-Pd_band-vlfo_ch-2,fnirs_act-5_Hb_feat-Px_band-lfo_ch-4,fnirs_act-5_Hb_feat-Pm_band-lfo_ch-1,fnirs_act-5_Hb_feat-Pm_band-lfo_ch-4,fnirs_act-5_THb_feat-Px_band-lfo_ch-4
0,0,7.5107720991872754e-06,5.668136029751316e-06,1.6445274820212892e-06,2.9183730827416296e-05,3.3698101615591573e-05,0.0001794141923044,0.0002004022124125,0.0001992989038824,3.6267323169590654e-05,8.401188201804949e-07,2.97481878983907e-07,2.785927097310898e-06,3.364406190724278e-05,1.6445274820212892e-06,0.0002004022124125,7.743722053246527e-07,4.813034501475529e-06,3.218258569408767e-07,1.497416395081983e-05,0.0136441656505755,3.1133334636109785e-05,1.903953288428745e-05,9.569150066679e-06,2.4583904347544064e-05,0.012749828010898,1.2182797195047588e-05,0.047534516520163,0.0080656916604281,0.4013983856887114,0.0126157873003184,0.0095955127105053,0.6742762985741644,0.0516825862522328,1.4650238755862878e-05,0.4013983856887115,0.3034396556813154,0.0126157873003184,0.3146743176392406,0.1131289632589083,0.0095955127105053,0.0156197964564117,0.0065950731526385,0.0252480842987796,0.1920177930006829,0.1317050748168259,0.4260636573541423,0.2583324067579177,0.0142679709308686,0.0062022813197367,0.1755044565674156,0.6156353336654502,0.0001464801552606,3.190762647952349e-07,0.0001464801552606,0.0001464886957013,0.0020765586091653,0.0002071908923784,0.0081296185573765,0.1052470992241193,0.0020765586091653,0.0081296185573765,0.1052470992241193,0.0081909075139456,0.1056208881527151,0.0032031579202759,4.3511734862405374e-05,0.0155749038793608,0.0032042021416638,4.350999407225172e-05,0.015666748751351,0.0001446904568036,0.0001447757636594,0.0010026129946456,7.358043500423025e-05,0.0011505745789978,0.000534923508798,0.0010026129946456,7.358043500423027e-05,0.0011505745789978,0.000534923508798,0.0010026342481098,7.361152574798067e-05,0.001150590554817,0.0005349355195376,0.0001051316969019,0.000479003682049,0.0001051316969019,0.000479003682049,0.0001051250253745,0.0022428091064108,0.0481042985161271,0.0006445171844786,0.0001849743958343,0.0010043822753197,0.0010039787694074,0.0158714089405867,0.0085395204570937,0.0158714089405803,0.0445155507961241
1,0,7.294390273855365e-07,1.5257558706472628e-06,3.690698768826441e-07,1.505765546859282e-05,6.481884640314206e-06,0.0002075257444684,0.0001700865338394,6.023922077756809e-05,9.556775474234677e-06,3.534765148059028e-06,2.0687430120827318e-07,1.2710259520172972e-06,7.848896212775557e-06,3.690698768826443e-07,0.0001700865338394,3.600325241331189e-06,1.2933999373002809e-06,1.204765039977543e-07,2.8256437781281475e-06,0.0165006287215627,1.3560093324418554e-05,4.565573116637719e-06,8.585004242667093e-06,1.38795131652261e-05,0.00241011575633,1.0431334632708029e-05,0.0127422271801509,0.0109041815096556,0.00347973584652,0.0008310370847531,0.0008399479076372,0.0016919605132221,0.0343738894389019,6.761118770032112e-05,0.00347973584652,0.0015042673499827,0.0008310370847531,0.0006110859621734,0.0001827232722247,0.0008399479076372,0.0011383529297345,0.0006138637183768,0.0004686663278192,0.0005128939614695,0.0110783975110427,0.0031061034473649,0.0004547817640629,0.0010380070075751,0.0005467714306591,0.0004640829527157,0.0013085947734832,3.828915103607504e-06,7.752256536825333e-05,3.828915103607504e-06,3.828290858242257e-06,0.0117091791339689,0.005635533653054,0.0532008316034911,0.0351934727092474,0.0117091791339689,0.0532008316034911,0.0351934727092474,0.0534924996106898,0.0350483659805808,0.0139682074168269,0.0027597094490606,0.0510689918978691,0.0139674453844149,0.0027586323430475,0.0511407408081329,0.0382242132185347,0.03825345087626,0.0003690467995134,3.149521357131039e-05,0.0053098358560946,0.0010676869830246,0.0003690467995134,3.1495213571310386e-05,0.0053098358560946,0.0010676869830246,0.0003688062017343,3.1505613816784195e-05,0.0053103121446874,0.0010674167962877,0.0267884841667088,0.0011702441653935,0.0267884841667088,0.0011702441653935,0.0267827752000711,1.0,1.0,0.2241309856607933,0.0629107938180048,0.1163099538359311,0.1162829541322123,0.2772849366761008,0.1687873031811991,0.2772849366759895,0.1549876118870982
2,0,3.0173595190761143e-06,1.148156513482729e-06,1.0188041975698638e-06,7.26205350522673e-05,3.0042403656504372e-05,0.0004797470003759,0.0005587386965111,0.0002391672549438,4.175708853265842e-06,1.913543202910286e-07,7.179553924922801e-07,3.3449471685127784e-06,8.16764973231145e-06,1.0188041975698638e-06,0.0005587386965111,1.4292105998293993e-07,1.0004044574082446e-06,2.335519948377601e-07,1.086352200613241e-05,0.0142077536584077,0.0,0.0,3.665731185514061e-06,3.5827619135521186e-06,0.0073660853676077,1.096157636125445e-06,0.1014549554581476,0.0049165591494651,0.0003254352619375,0.0041197684815969,0.0002009071025323,0.0026953734772257,0.0283719581991201,1.4608281069716595e-05,0.0003254352619375,0.0003894324659612,0.0041197684815969,7.243486254118193e-05,3.768797774075501e-05,0.0002009071025323,0.0,0.0003416923595175,0.0006859822444784,0.0008320759334944,0.0114982378205077,0.0002487691049711,4.771168979998188e-05,0.0,0.0003045198832695,0.000750212338206,0.0020739507925179,2.5934703634233997e-05,5.943459837194437e-05,2.5934703634233997e-05,2.593099852834299e-05,0.0059386907966353,0.0050559535008114,0.1637859695549239,0.2132858853077338,0.0059386907966353,0.1637859695549239,0.2132858853077337,0.1655717582175882,0.2153804038566693,0.0081453320078576,0.0019492337425151,0.1164585229186638,0.0081434005764059,0.0019492518140362,0.1174527342594299,0.0001005002576034,0.0001004988624999,2.463061039437905e-06,0.0092317931264071,0.0152939039121532,0.0021181912756678,2.463061039437906e-06,0.0092317931264071,0.0152939039121532,0.0021181912756678,2.4627305824577674e-06,0.0092337913368495,0.01529938855455,0.0021178446279109,4.544120866270615e-05,0.012744628827052,4.544120866270614e-05,0.0127446288270521,4.5451756187351095e-05,1.9171174189995063e-05,0.0007877279953142,0.0003025779629996,5.333922352045757e-07,7.313749972086057e-05,7.312869134393908e-05,0.009185241593597,0.0060084812699865,0.0091852415935933,0.0008215503297951
3,0,0.3018965177532569,0.1691706469228082,0.0096565523040825,0.0076648377596357,0.0096617824301232,0.3020937389018994,0.0077009392529547,0.0096107552786293,0.1681603994699762,0.009656777972911,0.0075892697191245,0.3071248774801665,0.1683601079464382,0.0096565523040825,0.0077009392529547,0.009658908866506,0.1703348430826731,0.0094668747800042,0.3023566541437176,0.0119378563189648,0.2286606215095393,0.0148367637004426,0.0350353803733359,0.0356087569805636,0.0411434342906046,0.218841620303607,0.0130311001913621,0.5896753038026457,0.4816198134747509,1.0,0.0409298486188257,0.6443435098518673,0.4738094021451717,0.0008296220163751,0.4816198134747509,0.168264298826657,1.0,0.4017202302668786,0.1776882425345051,0.0409298486188257,0.3003919687986085,0.3781313881881116,0.1816648440091512,0.3285288386891574,1.0,0.5211214076160622,0.3689069105136094,0.280478403988004,0.3720156901894129,0.3053633520555243,0.534934931885776,0.0372776331530145,0.001304874389289,0.0372776331530145,0.0372598037069309,0.0133356939191311,0.0100849977565654,0.2513617742732597,0.0814485264644559,0.0133356939191311,0.2513617742732597,0.0814485264644559,0.2532224072695238,0.0822135395674862,0.0274783585677033,6.545307910541018e-07,0.2504855426324434,0.0274794545274973,6.542679690367758e-07,0.2518563892196675,0.0133909411442437,0.0133909375559369,0.0063302424801342,0.0231221543461509,0.0012587932907273,0.0003153936433973,0.0063302424801342,0.0231221543461509,0.0012587932907273,0.0003153936433973,0.0063302382673419,0.0231144789133572,0.0012594371306618,0.000315560344887,2.1987284938246685e-05,0.1880313295472918,2.198728493824669e-05,0.1880313295472918,2.199139522924615e-05,0.0043912077019903,0.0005866549509452,0.0610520405965654,0.0019183648205235,1.0,1.0,0.0418177314750831,0.1109640949995676,0.0418177314750663,0.0861803674542889
4,0,0.1230521605374733,0.1942057456184543,0.0060612421372545,0.0077898450927833,0.0060530435755747,0.1229814042215679,0.0078399092502074,0.006043899597547,0.193958060450147,0.0060610662197533,0.0078770100854669,0.1243998953347149,0.1942612754469606,0.0060612421372545,0.0078399092502074,0.0060618225664732,0.1951537121333069,0.0061769380821537,0.1230148165569574,0.0016066011904202,0.017211387050746,0.0140879541221715,0.0094809786213416,0.0094553250462385,0.0038737224979257,0.0171844848600925,0.0021283988727562,0.0230342230856306,0.0438722913237049,0.0339815617180381,0.0106060469782812,0.0149346050140553,0.0458697279242746,7.069521705603658e-05,0.043872291323705,0.030113913231249,0.0339815617180381,0.0049328557105859,0.0016455619734782,0.0106060469782812,0.1046373160369922,0.0046735309532322,0.0011870513581178,0.0144839624735112,0.0082519672829244,0.0518139428966579,0.0040447797669112,0.1070593942894091,0.004451138683663,0.0143781789438961,0.0145247255161881,0.0009501260289435,0.0006009844744713,0.0009501260289435,0.0009496640460616,0.0240288025595528,0.0388628952334102,0.1811383513529115,0.1015689555416833,0.0240288025595528,0.1811383513529114,0.1015689555416832,0.1823029092871496,0.1020805395819717,0.0006866321335275,0.0124294938807038,0.2210537502780991,0.0006868395097546,0.0124238091756492,0.2228439473373492,0.102037947425776,0.1020625027546718,0.0565718071406446,0.0203069472083114,0.0058777304737232,0.0001295346308228,0.0565718071406446,0.0203069472083114,0.0058777304737232,0.0001295346308228,0.0565531311709046,0.02030259581688,0.0058776924314517,0.0001295684883378,0.0001148229164476,0.0026976290133966,0.0001148229164476,0.0026976290133966,0.0001148379162845,0.0006222639622335,0.0002602704093281,0.0012221802655846,0.0003444004720458,3.419188385746237e-06,3.4186847538571944e-06,0.1000679668415725,0.029157017302188,0.1000679668415323,0.1125410890996186
5,0,0.2169073411756159,0.0966708172818845,0.0058652232408626,0.0095655057586097,0.0058942906703005,0.2168386890705139,0.0096045317166904,0.0060680117227487,0.0961766285291777,0.0058644106047522,0.0095588229587296,0.2177418533222621,0.0961925497256171,0.0058652232408626,0.0096045317166904,0.0058645322992046,0.0973415412315556,0.0059214510018242,0.2167780243337175,0.016610897585066,0.048466729302417,0.049137529158106,0.0055370092455306,0.0055181467801939,0.03448897025277,0.048335543697542,0.0100998933270768,1.0,0.001399994271115,0.0126973196262369,0.0014731493120701,0.234964539663748,0.05574023658415,2.457653801661464e-05,0.001399994271115,0.0049585477855314,0.0126973196262369,0.9537976242572892,0.1013764072278815,0.0014731493120701,0.0072703791194378,0.0326913268254111,0.1236321623996224,0.2338298062086902,0.063404492117158,0.0013566479992042,0.9331811954080296,0.0066841740668287,0.0316799271246919,0.2318540657790793,0.2313384860148515,2.785964572361598e-07,0.0054095466118021,2.785964572361598e-07,2.786316833736832e-07,0.1912550504210061,0.0338331380468131,0.0459901905028663,0.062778852870744,0.1912550504210061,0.0459901905028663,0.062778852870744,0.0464499113930073,0.0634688000323542,0.0239428979508608,0.0001130091820081,0.1192507622626619,0.0239413821567059,0.0001130219567418,0.1207857765343868,0.0277321163547344,0.0277359326030362,0.0002068689019677,0.006242282233508,0.0481765963976423,0.0160061828726266,0.0002068689019677,0.006242282233508,0.0481765963976423,0.0160061828726266,0.0002067843147931,0.0062418597957009,0.0481891266925672,0.016011432367078,0.0140034399559345,0.0173376986739833,0.0140034399559345,0.0173376986739833,0.0140051106220495,0.0880734274377985,0.0049568217988227,0.0051726926981661,0.0005457299743828,0.0121962747638605,0.0121998677981344,0.323022386493128,0.1115002101520169,0.3230223864929982,0.1706881292607532
6,0,0.1333048507041761,0.7125424455986675,0.0095134987017668,0.0182616436373956,0.0095347197423896,0.1340199008700219,0.0186878125760863,0.0096664553054919,0.7139669676217366,0.0095315809525762,0.0180523668882039,0.1338367048137307,0.7144518044800575,0.0095134987017668,0.0186878125760863,0.0095336964908749,0.7127662017409904,0.0096385896153531,0.1330431380012163,0.0007607055132388,0.063139142960882,7.210108291650449e-05,0.0038397375181944,0.0038350096921869,0.0283650733319939,0.0631321968009899,0.0261708350568645,0.0985080622219368,0.5489048419450584,0.0399084776650876,0.2062405295119332,0.3289950415762965,0.2160873289149286,6.84596986824171e-05,0.5489048419450584,0.3511605782900313,0.0399084776650876,0.009040777447129,0.1085719207921491,0.2062405295119332,0.1113795675024185,0.5080285350896868,0.2382865209914786,0.340371406380958,0.0596124762536355,0.6380077878493364,0.0079517041532063,0.1111209736147818,0.5070374556833841,0.3410902092385843,0.3260761075860609,0.0433303111310731,0.0019855371555157,0.0433303111310731,0.0433352445000132,0.0299348844436813,0.0035961088910251,0.0625959033682087,0.0542417719893933,0.0299348844436813,0.0625959033682087,0.0542417719893933,0.0631353096648403,0.0548253468773384,0.0001724500295415,1.997714281166503e-06,0.038998987348131,0.0001724275974,1.997587114172552e-06,0.0391415081024973,0.2981363669899262,0.2982666079373097,0.0446730874974108,0.0002234873434565,0.0740122472742012,0.0157998048037079,0.0446730874974108,0.0002234873434565,0.0740122472742012,0.0157998048037079,0.0446603299452231,0.0002234918743889,0.0740017315476883,0.0157927169010914,0.3640026152746869,0.0093956502052464,0.3640026152746868,0.0093956502052464,0.3639892141007986,0.0034882864342065,2.011428190885557e-05,0.0036450730804444,0.0009857890681134,0.0120414441760967,0.0120383344503502,0.1854361629932832,0.0604971816837763,0.1854361629932088,0.1369566943081848
7,0,0.2299238859819197,0.134425400970565,0.0175982951931749,0.9379033720288034,0.0176083559815356,0.2300636381004998,0.938748754177764,0.0176023377250431,0.1342587880195407,0.0175901309965757,0.9315529732713664,0.2300958008440712,0.1343896660710925,0.0175982951931749,0.938748754177764,0.0175870122093787,0.1345368197058338,0.0174245156401417,0.2300147942100622,0.0928649716705498,0.4934143843708707,0.0002108804336279,0.001805649963103,0.0018042726189857,0.0157459194985415,0.4944790562091457,0.0297044981773075,0.043544936467233,0.0004860964996099,0.0009869910033017,0.0004632243248788,0.0026149256035109,0.0369940850141707,1.3757214155603486e-05,0.0004860964996099,0.0006630310564973,0.0009869910033017,0.0023870517960912,0.0004218258369087,0.0004632243248788,0.0029173208039524,0.0086365474063933,0.0018853982568224,0.0023102656324146,0.0041109600248318,0.0005174453156424,0.0023676609976869,0.0026561627355618,0.0085606506585956,0.0021712098277834,0.0022359693303362,0.0452914520560205,0.0007836439832888,0.0452914520560205,0.0452953776874066,0.970603553533174,0.0889862045872466,0.1302722571230275,0.1062947375913568,0.9706035535331738,0.1302722571230275,0.1062947375913567,0.1296540703109114,0.1056411066238327,0.7392047548455626,0.0388677022555419,0.1019058037340162,0.7393129994612131,0.038849758019026,0.1014810670747209,0.0005578084968181,0.0005579477020906,0.0007341858939641,2.0330284475900796e-05,0.0016511077012374,0.0001909467026658,0.0007341858939641,2.0330284475900783e-05,0.0016511077012374,0.0001909467026658,0.0007342882967165,2.033937453660734e-05,0.0016517204577502,0.0001909231532434,3.815283530478998e-05,7.080835409697494e-05,3.815283530478998e-05,7.080835409697494e-05,3.81407842241548e-05,0.0006324314467668,0.0012192922453918,0.0090237646266737,0.024654128681141,0.0001031930012996,0.0001031320107634,0.0390558169972781,0.0689650179221478,0.0390558169972624,0.1263063525347725
8,0,0.4661134192892895,0.2777215900920215,0.0107980641763784,0.0099988146750785,0.010798283648928,0.4659599577386398,0.0102036362108595,0.0108263330026043,0.2754079222968308,0.0108050582033591,0.0098076357006998,0.4644060166992136,0.2757653203428253,0.0107980641763784,0.0102036362108595,0.0108059170657992,0.2781699541041094,0.0107619027259561,0.4656970563724631,0.0890473004371208,0.0020250363822816,0.0041111606681826,4.7994771234617424e-05,4.793702749074394e-05,0.0127426456208982,0.0020259357155106,0.02728637736733,0.0268233357035444,0.0126999343100416,0.0755394437349959,0.030558346268402,1.0,0.3145804335025768,0.0865161354919408,0.0126999343100416,0.0144360894624724,0.075539443734996,0.0921496374910191,0.0487116351423161,0.030558346268402,0.4204681975700585,0.7360857996976079,0.3520950493212304,1.0,0.1569912051297061,0.0119500106424566,0.0723827272010347,0.4208457733064437,0.7354629879990982,1.0,1.0,1.761286244099723e-13,2.5496265225073293e-14,1.761286244099723e-13,1.760649459884531e-13,6.739522299818945e-14,3.7389155178705225e-15,0.1532639628722212,0.0680252105006504,6.739522299818945e-14,0.1532639628722212,0.0680252105006504,0.1543399264434848,0.0679063461228247,2.098058356047317e-13,1.3173784406432892e-14,0.1049393048562444,2.0986269714797681e-13,1.3167330260045314e-14,0.1051448566633494,2.407187597248174e-15,2.408531901754699e-15,4.305778372179181e-13,6.428836578162472e-13,2.145163611820638e-12,1.938687804841082e-12,4.305778372179181e-13,6.428836578162472e-13,2.1451636118206385e-12,1.9386878048410826e-12,4.305791863153295e-13,6.428789527881964e-13,2.145498732130284e-12,1.9389340922438162e-12,2.972767335945202e-13,1.9377677488954858e-13,2.972767335945202e-13,1.937767748895486e-13,2.9738299054952265e-13,2.419630561652109e-10,1.8449258687083817e-11,5.3704644402698456e-11,1.567522652536649e-11,1.0181348691436925e-12,1.0185381842226666e-12,0.1023412027036488,0.1098137183430479,0.1023412027036077,0.2757341923571942
9,0,0.1338255466602155,0.1488421495598106,0.0090115936144534,0.0039632696836313,0.0090297657543761,0.133790325307784,0.0042470977563523,0.0092079025302703,0.1484553751016376,0.0090523689958724,0.0038738467628696,0.134313280165458,0.1484323730978239,0.0090115936144534,0.0042470977563523,0.0090506316331806,0.1492542427623585,0.0091171322250454,0.1338384241998177,0.1998000725697135,0.01339656814776,0.0031805216142227,0.0029371670924601,0.0029559918520499,0.0041112797076589,0.0133847379812369,0.1348763802320446,0.1096962396962487,0.2273529038784689,0.4305210088069721,0.6242951261670783,0.0868910639699989,0.1732951771670178,0.0240628154735611,0.2273529038784689,0.0940275380487304,0.430521008806972,0.0105455538219722,0.0043058607141136,0.6242951261670783,0.1686108079436517,0.4567193859651415,0.268565101780904,0.0856817526746415,0.0158803222436597,0.2065293711100616,0.0082230069382305,0.1689389604117039,0.4554777579401026,0.085487534560866,0.0864879459869447,6.68222552609717e-13,1.1180234091537165e-13,6.68222552609717e-13,6.681193925818707e-13,8.669782988212676e-11,3.9041468858725335e-11,0.0131513549773391,0.0013120634056501,8.669782988212676e-11,0.0131513549773391,0.0013120634056501,0.0132299254342311,0.0012648996553316,8.706128475228733e-12,1.3574907150216392e-11,0.0171123791472299,8.708760452057151e-12,1.356457978273588e-11,0.0172807955047353,4.8578665772452845e-14,4.8590176773920894e-14,1.9815281379798252e-14,9.027374677942862e-15,2.7925367405155542e-14,8.47470945688949e-15,1.9815281379798252e-14,9.02737467794286e-15,2.7925367405155542e-14,8.47470945688949e-15,1.9813819510485167e-14,9.024599536640846e-15,2.7933559273816233e-14,8.472280826548587e-15,7.731019048008595e-15,3.993112509382733e-14,7.731019048008592e-15,3.993112509382733e-14,7.727023115459168e-15,6.323410702859261e-12,7.478795430908288e-13,0.0,1.4330458652518264e-11,3.232647362595834e-09,3.2330590983822892e-09,0.0190872652174859,0.0152594836396326,0.0190872652174783,0.013284760419852
