,label,eeg_act-0_feat-Px_band-Delta_ch-31,eeg_act-0_feat-Px_band-Theta_ch-21,eeg_act-0_feat-Px_band-Alpha_ch-30,eeg_act-0_feat-Px_band-Beta_ch-27,eeg_act-0_feat-Px_band-Beta_ch-30,eeg_act-0_feat-Px_band-Beta_ch-31,eeg_act-0_feat-Px_band-Gamma1_ch-27,eeg_act-0_feat-Px_band-Gamma1_ch-30,eeg_act-0_feat-Pm_band-Delta_ch-21,eeg_act-0_feat-Pm_band-Delta_ch-30,eeg_act-0_feat-Pm_band-Theta_ch-27,eeg_act-0_feat-Pm_band-Theta_ch-31,eeg_act-0_feat-Pm_band-Alpha_ch-21,eeg_act-0_feat-Pm_band-Alpha_ch-30,eeg_act-0_feat-Pm_band-Gamma1_ch-27,eeg_act-0_feat-Pd_band-Delta_ch-30,eeg_act-0_feat-Pd_band-Theta_ch-21,eeg_act-0_feat-Pd_band-Theta_ch-30,eeg_act-0_feat-Pd_band-Alpha_ch-31,eeg_act-0_feat-Pd_band-Gamma2_ch-13,eeg_act-1_feat-Px_band-Delta_ch-17,eeg_act-1_feat-Px_band-Delta_ch-20,eeg_act-1_feat-Px_band-Theta_ch-3,eeg_act-1_feat-Px_band-Theta_ch-16,eeg_act-1_feat-Px_band-Alpha_ch-21,eeg_act-1_feat-Pm_band-Delta_ch-16,eeg_act-1_feat-Pm_band-Alpha_ch-3,eeg_act-1_feat-Pm_band-Gamma2_ch-1,eeg_act-1_feat-Pd_band-Theta_ch-17,eeg_act-3_feat-Px_band-Gamma2_ch-3,eeg_act-3_feat-Pd_band-Gamma2_ch-22,eeg_act-4_feat-Pm_band-Gamma1_ch-5,eeg_act-5_feat-Px_band-Delta_ch-0,eeg_act-5_feat-Px_band-Delta_ch-15,eeg_act-5_feat-Px_band-Theta_ch-0,eeg_act-5_feat-Px_band-Alpha_ch-30,eeg_act-5_feat-Px_band-Beta_ch-20,eeg_act-5_feat-Px_band-Gamma1_ch-6,eeg_act-5_feat-Pm_band-Delta_ch-0,eeg_act-5_feat-Pm_band-Delta_ch-1,eeg_act-5_feat-Pm_band-Delta_ch-15,eeg_act-5_feat-Pm_band-Delta_ch-26,eeg_act-5_feat-Pm_band-Delta_ch-30,eeg_act-5_feat-Pm_band-Theta_ch-0,eeg_act-5_feat-Pm_band-Theta_ch-7,eeg_act-5_feat-Pm_band-Theta_ch-20,eeg_act-5_feat-Pm_band-Theta_ch-22,eeg_act-5_feat-Pm_band-Theta_ch-30,eeg_act-5_feat-Pm_band-Beta_ch-30,eeg_act-5_feat-Pd_band-Delta_ch-0,eeg_act-5_feat-Pd_band-Delta_ch-26,eeg_act-5_feat-Pd_band-Theta_ch-7,eeg_act-5_feat-Pd_band-Theta_ch-20,eeg_act-5_feat-Pd_band-Theta_ch-30,eeg_act-5_feat-Pd_band-Alpha_ch-30
0,0,7.5107720991872754e-06,5.668136029751316e-06,1.6445274820212892e-06,2.9183730827416296e-05,3.3698101615591573e-05,0.0001794141923044,0.0002004022124125,0.0001992989038824,3.6267323169590654e-05,8.401188201804949e-07,2.97481878983907e-07,2.785927097310898e-06,3.364406190724278e-05,1.6445274820212892e-06,0.0002004022124125,7.743722053246527e-07,4.813034501475529e-06,3.218258569408767e-07,1.497416395081983e-05,0.0136441656505755,3.1133334636109785e-05,1.903953288428745e-05,4.664135352667784e-05,9.569150066679e-06,4.215670342493547e-05,2.4583904347544064e-05,0.0001228912128008,0.012749828010898,1.2182797195047588e-05,0.0554717486320127,0.047534516520163,0.0080656916604281,0.4013983856887114,0.0126157873003184,0.0095955127105053,0.6742762985741644,0.0516825862522328,1.4650238755862878e-05,0.4013983856887115,0.3034396556813154,0.0126157873003184,0.3146743176392406,0.1131289632589083,0.0095955127105053,0.0156197964564117,0.0065950731526385,0.0252480842987796,0.1920177930006829,0.1317050748168259,0.4260636573541423,0.2583324067579177,0.0142679709308686,0.0062022813197367,0.1755044565674156,0.6156353336654502
1,0,7.294390273855365e-07,1.5257558706472628e-06,3.690698768826441e-07,1.505765546859282e-05,6.481884640314206e-06,0.0002075257444684,0.0001700865338394,6.023922077756809e-05,9.556775474234677e-06,3.534765148059028e-06,2.0687430120827318e-07,1.2710259520172972e-06,7.848896212775557e-06,3.690698768826443e-07,0.0001700865338394,3.600325241331189e-06,1.2933999373002809e-06,1.204765039977543e-07,2.8256437781281475e-06,0.0165006287215627,1.3560093324418554e-05,4.565573116637719e-06,2.9416174048236954e-05,8.585004242667093e-06,2.064345563125021e-05,1.38795131652261e-05,5.769392377221372e-05,0.00241011575633,1.0431334632708029e-05,0.1146804891188278,0.0127422271801509,0.0109041815096556,0.00347973584652,0.0008310370847531,0.0008399479076372,0.0016919605132221,0.0343738894389019,6.761118770032112e-05,0.00347973584652,0.0015042673499827,0.0008310370847531,0.0006110859621734,0.0001827232722247,0.0008399479076372,0.0011383529297345,0.0006138637183768,0.0004686663278192,0.0005128939614695,0.0110783975110427,0.0031061034473649,0.0004547817640629,0.0010380070075751,0.0005467714306591,0.0004640829527157,0.0013085947734832
2,0,3.0173595190761143e-06,1.148156513482729e-06,1.0188041975698638e-06,7.26205350522673e-05,3.0042403656504372e-05,0.0004797470003759,0.0005587386965111,0.0002391672549438,4.175708853265842e-06,1.913543202910286e-07,7.179553924922801e-07,3.3449471685127784e-06,8.16764973231145e-06,1.0188041975698638e-06,0.0005587386965111,1.4292105998293993e-07,1.0004044574082446e-06,2.335519948377601e-07,1.086352200613241e-05,0.0142077536584077,0.0,0.0,1.252201933443806e-05,3.665731185514061e-06,1.851971791766364e-05,3.5827619135521186e-06,3.584542201463339e-05,0.0073660853676077,1.096157636125445e-06,0.1456622519247459,0.1014549554581476,0.0049165591494651,0.0003254352619375,0.0041197684815969,0.0002009071025323,0.0026953734772257,0.0283719581991201,1.4608281069716595e-05,0.0003254352619375,0.0003894324659612,0.0041197684815969,7.243486254118193e-05,3.768797774075501e-05,0.0002009071025323,0.0,0.0003416923595175,0.0006859822444784,0.0008320759334944,0.0114982378205077,0.0002487691049711,4.771168979998188e-05,0.0,0.0003045198832695,0.000750212338206,0.0020739507925179
3,0,0.3018965177532569,0.1691706469228082,0.0096565523040825,0.0076648377596357,0.0096617824301232,0.3020937389018994,0.0077009392529547,0.0096107552786293,0.1681603994699762,0.009656777972911,0.0075892697191245,0.3071248774801665,0.1683601079464382,0.0096565523040825,0.0077009392529547,0.009658908866506,0.1703348430826731,0.0094668747800042,0.3023566541437176,0.0119378563189648,0.2286606215095393,0.0148367637004426,0.1140045238083993,0.0350353803733359,0.0170516337234655,0.0356087569805636,0.1106471184965906,0.0411434342906046,0.218841620303607,0.065015542025099,0.0130311001913621,0.5896753038026457,0.4816198134747509,1.0,0.0409298486188257,0.6443435098518673,0.4738094021451717,0.0008296220163751,0.4816198134747509,0.168264298826657,1.0,0.4017202302668786,0.1776882425345051,0.0409298486188257,0.3003919687986085,0.3781313881881116,0.1816648440091512,0.3285288386891574,1.0,0.5211214076160622,0.3689069105136094,0.280478403988004,0.3720156901894129,0.3053633520555243,0.534934931885776
4,0,0.1230521605374733,0.1942057456184543,0.0060612421372545,0.0077898450927833,0.0060530435755747,0.1229814042215679,0.0078399092502074,0.006043899597547,0.193958060450147,0.0060610662197533,0.0078770100854669,0.1243998953347149,0.1942612754469606,0.0060612421372545,0.0078399092502074,0.0060618225664732,0.1951537121333069,0.0061769380821537,0.1230148165569574,0.0016066011904202,0.017211387050746,0.0140879541221715,0.0643969382727869,0.0094809786213416,0.0319187619873839,0.0094553250462385,0.0643712214719919,0.0038737224979257,0.0171844848600925,0.0499787255708904,0.0021283988727562,0.0230342230856306,0.0438722913237049,0.0339815617180381,0.0106060469782812,0.0149346050140553,0.0458697279242746,7.069521705603658e-05,0.043872291323705,0.030113913231249,0.0339815617180381,0.0049328557105859,0.0016455619734782,0.0106060469782812,0.1046373160369922,0.0046735309532322,0.0011870513581178,0.0144839624735112,0.0082519672829244,0.0518139428966579,0.0040447797669112,0.1070593942894091,0.004451138683663,0.0143781789438961,0.0145247255161881
5,0,0.2169073411756159,0.0966708172818845,0.0058652232408626,0.0095655057586097,0.0058942906703005,0.2168386890705139,0.0096045317166904,0.0060680117227487,0.0961766285291777,0.0058644106047522,0.0095588229587296,0.2177418533222621,0.0961925497256171,0.0058652232408626,0.0096045317166904,0.0058645322992046,0.0973415412315556,0.0059214510018242,0.2167780243337175,0.016610897585066,0.048466729302417,0.049137529158106,0.0102600494129298,0.0055370092455306,0.1192901140312766,0.0055181467801939,0.0102348312906838,0.03448897025277,0.048335543697542,0.0637177797978657,0.0100998933270768,1.0,0.001399994271115,0.0126973196262369,0.0014731493120701,0.234964539663748,0.05574023658415,2.457653801661464e-05,0.001399994271115,0.0049585477855314,0.0126973196262369,0.9537976242572892,0.1013764072278815,0.0014731493120701,0.0072703791194378,0.0326913268254111,0.1236321623996224,0.2338298062086902,0.063404492117158,0.0013566479992042,0.9331811954080296,0.0066841740668287,0.0316799271246919,0.2318540657790793,0.2313384860148515
6,0,0.1333048507041761,0.7125424455986675,0.0095134987017668,0.0182616436373956,0.0095347197423896,0.1340199008700219,0.0186878125760863,0.0096664553054919,0.7139669676217366,0.0095315809525762,0.0180523668882039,0.1338367048137307,0.7144518044800575,0.0095134987017668,0.0186878125760863,0.0095336964908749,0.7127662017409904,0.0096385896153531,0.1330431380012163,0.0007607055132388,0.063139142960882,7.210108291650449e-05,0.0079664388558741,0.0038397375181944,0.0063289330476858,0.0038350096921869,0.0079235571019617,0.0283650733319939,0.0631321968009899,0.1824777837301065,0.0261708350568645,0.0985080622219368,0.5489048419450584,0.0399084776650876,0.2062405295119332,0.3289950415762965,0.2160873289149286,6.84596986824171e-05,0.5489048419450584,0.3511605782900313,0.0399084776650876,0.009040777447129,0.1085719207921491,0.2062405295119332,0.1113795675024185,0.5080285350896868,0.2382865209914786,0.340371406380958,0.0596124762536355,0.6380077878493364,0.0079517041532063,0.1111209736147818,0.5070374556833841,0.3410902092385843,0.3260761075860609
7,0,0.2299238859819197,0.134425400970565,0.0175982951931749,0.9379033720288034,0.0176083559815356,0.2300636381004998,0.938748754177764,0.0176023377250431,0.1342587880195407,0.0175901309965757,0.9315529732713664,0.2300958008440712,0.1343896660710925,0.0175982951931749,0.938748754177764,0.0175870122093787,0.1345368197058338,0.0174245156401417,0.2300147942100622,0.0928649716705498,0.4934143843708707,0.0002108804336279,0.1261491531133195,0.001805649963103,0.1578583135829139,0.0018042726189857,0.1261456515682167,0.0157459194985415,0.4944790562091457,0.076515667346416,0.0297044981773075,0.043544936467233,0.0004860964996099,0.0009869910033017,0.0004632243248788,0.0026149256035109,0.0369940850141707,1.3757214155603486e-05,0.0004860964996099,0.0006630310564973,0.0009869910033017,0.0023870517960912,0.0004218258369087,0.0004632243248788,0.0029173208039524,0.0086365474063933,0.0018853982568224,0.0023102656324146,0.0041109600248318,0.0005174453156424,0.0023676609976869,0.0026561627355618,0.0085606506585956,0.0021712098277834,0.0022359693303362
8,0,0.4661134192892895,0.2777215900920215,0.0107980641763784,0.0099988146750785,0.010798283648928,0.4659599577386398,0.0102036362108595,0.0108263330026043,0.2754079222968308,0.0108050582033591,0.0098076357006998,0.4644060166992136,0.2757653203428253,0.0107980641763784,0.0102036362108595,0.0108059170657992,0.2781699541041094,0.0107619027259561,0.4656970563724631,0.0890473004371208,0.0020250363822816,0.0041111606681826,0.0091031844759814,4.7994771234617424e-05,0.0008870939164804,4.793702749074394e-05,0.0091387600997283,0.0127426456208982,0.0020259357155106,0.0285912468232117,0.02728637736733,0.0268233357035444,0.0126999343100416,0.0755394437349959,0.030558346268402,1.0,0.3145804335025768,0.0865161354919408,0.0126999343100416,0.0144360894624724,0.075539443734996,0.0921496374910191,0.0487116351423161,0.030558346268402,0.4204681975700585,0.7360857996976079,0.3520950493212304,1.0,0.1569912051297061,0.0119500106424566,0.0723827272010347,0.4208457733064437,0.7354629879990982,1.0,1.0
9,0,0.1338255466602155,0.1488421495598106,0.0090115936144534,0.0039632696836313,0.0090297657543761,0.133790325307784,0.0042470977563523,0.0092079025302703,0.1484553751016376,0.0090523689958724,0.0038738467628696,0.134313280165458,0.1484323730978239,0.0090115936144534,0.0042470977563523,0.0090506316331806,0.1492542427623585,0.0091171322250454,0.1338384241998177,0.1998000725697135,0.01339656814776,0.0031805216142227,0.0317069207719947,0.0029371670924601,0.0050484824076888,0.0029559918520499,0.0316681813360583,0.0041112797076589,0.0133847379812369,0.0224156534963298,0.1348763802320446,0.1096962396962487,0.2273529038784689,0.4305210088069721,0.6242951261670783,0.0868910639699989,0.1732951771670178,0.0240628154735611,0.2273529038784689,0.0940275380487304,0.430521008806972,0.0105455538219722,0.0043058607141136,0.6242951261670783,0.1686108079436517,0.4567193859651415,0.268565101780904,0.0856817526746415,0.0158803222436597,0.2065293711100616,0.0082230069382305,0.1689389604117039,0.4554777579401026,0.085487534560866,0.0864879459869447
10,0,0.2430945120047263,0.1473588238079601,0.1653973156505465,0.0063416448502751,0.1652095384277499,0.2431611376042302,0.0065864766226146,0.165322180556548,0.1468370787607581,0.1657053762924138,0.0063391838844616,0.2486398110202957,0.1468644650732982,0.1653973156505465,0.0065864766226146,0.1657660954576227,0.1478462691308002,0.164620747686308,0.2431567345587941,0.0028799039990374,0.010058134556199,0.0050846054002299,0.0041514226142637,0.0002400706307027,0.0424499774623227,0.0002428564157795,0.0040967258710756,0.0009824694437306,0.0100624611240694,0.0056989846500142,0.0310214101354113,0.0022015484381087,0.0008293976267499,0.1270660661626032,0.0046870988273626,0.5297917187161967,1.0,1.0,0.0008293976267499,0.1250869565835723,0.1270660661626032,0.0296969306870643,0.0239518910360625,0.0046870988273626,1.0,0.0243535219392668,0.598336622541131,0.5060059951951474,0.3483395250464675,0.0007505926694096,0.0230207949236231,1.0,0.0230601187582096,0.50362814931913,0.5267679220296708
11,0,0.1048847077181592,0.0711861913324229,0.007622487489532,0.0035704243583162,0.0076084055890481,0.1050030980679829,0.0037019859353172,0.0076805246888403,0.071916933201279,0.0076177454903871,0.0035821954335555,0.1066817244857893,0.0721211731657229,0.007622487489532,0.0037019859353172,0.007618105383135,0.0712601169294021,0.0077135518866564,0.1049990634669814,0.320053787824264,0.0076873085028248,0.0408644175243954,0.0223901559749188,0.0020297248449483,0.0073791324940912,0.0020427768557895,0.0224339283429079,0.0214092656502946,0.0076835970899803,0.0765615402204799,0.1019253217918274,0.1124852801245719,1.0,0.0060833736120967,0.3224642512232769,0.0020099580441926,0.4588512945470911,0.000149884183543,1.0,1.0,0.0060833736120967,0.0004877332488968,0.0004125939127119,0.3224642512232769,0.2346447581887973,1.0,0.0007536545372549,0.0012265735294429,0.0075497596532526,1.0,0.0003481528897941,0.2358902326151677,1.0,0.0011292413082064,0.0015380838676771
12,0,0.0730190306534511,0.2619272463083263,0.0072165652391968,0.0002048225194629,0.0072694343256454,0.0735931837913709,0.0003200999689919,0.0075250874246749,0.2556575948471591,0.0072185524030244,0.0001935236436359,0.0720340616009145,0.2560119813657162,0.0072165652391968,0.0003200999689919,0.0072173309844776,0.264884112883898,0.0070672265864501,0.0729982778409061,0.1571720153134746,0.0235728195890544,0.0133986427745128,0.0200216002616643,0.0041796386245747,0.0044412099560097,0.0042785463723001,0.019919046498324,0.0288493095433855,0.0235186944957033,0.1693197716779639,0.1774398464756872,0.1682820317026024,0.0302368705748922,0.2641788390220377,0.0151204509590334,0.1802687894968864,0.1319268515802426,0.0001420639410729,0.0302368705748922,0.2243975523728132,0.2641788390220377,0.0885783184953883,0.3267829510586614,0.0151204509590334,0.0174165563548963,0.0100068257000884,0.0044398182857412,0.1769791599887749,0.0660497628041438,0.0304425207208302,0.0860481089786567,0.0172536223276745,0.0096692012718066,0.1755164659615645,0.1756500933266478
13,0,0.0080758604114007,0.0796984961202261,0.0020491740087795,0.0042247140264284,0.002097408131417,0.0081176790183287,0.0045499647159056,0.0023532158233835,0.0793141944296936,0.0020475385550114,0.0042103383212176,0.0081103433720743,0.0794532886810166,0.0020491740087795,0.0045499647159056,0.0020464004068472,0.0801670295170666,0.0020181970427976,0.008097389534076,0.8987791200585368,0.0173049060553672,0.0060266057667857,0.0308147766139597,0.00535474132977,0.0129515705569755,0.0053364881413902,0.030736127452642,0.0092187960194687,0.017294545282793,0.0616123537241804,0.3079672927683719,0.2727527305949147,0.0133644772370695,0.0761854059052523,0.0027917787989264,0.0298284480405724,0.1585349279595369,1.670409862096938e-05,0.0133644772370695,0.0044548617341706,0.0761854059052523,0.0154982584378525,0.1903091229108203,0.0027917787989264,0.007814756161303,0.1873798181476992,0.0079987914450651,0.0396551795307011,0.0296013947068527,0.010429878564801,0.0128954502981918,0.0075169993602957,0.2073781186545794,0.0398832575671532,0.0259616113623777
